market_code,code,所属概念,股票代码,所属概念数量
33,002819,华为海思概念股;量子科技;5G;电子身份证;汽车电子;人脸识别;小米概念;虚拟现实;无人驾驶;芯片概念;安防;华为概念;智能座舱;车联网(车路协同);数据中心(AIDC);网络安全;云办公;国产操作系统;信创;比亚迪概念;新能源汽车;小米汽车;智慧政务;智慧城市;数据安全;数字水印;商业航天;鸿蒙概念;高端装备;低空经济;云计算;人工智能;区块链;长安汽车概念;数据要素;DeepSeek概念;AI应用;光伏概念;存储芯片;智能医疗;脑机接口;国企改革;深股通,002819.SZ,43
151,920832,环氧丙烷;氢能源;融资融券;煤化工概念,920832.BJ,4
17,600499,盐湖提锂;锂电池概念;宁德时代概念;同花顺出海50;储能;人民币贬值受益;光伏建筑一体化;新型工业化;高端装备;一带一路;机器人概念;充电桩;海工装备;沪股通;融资融券,600499.SH,15
33,300129,商业航天;专精特新;高端装备;海工装备;光伏概念;风电;国企改革;绿色电力;新疆振兴;深股通;融资融券,300129.SZ,11
33,301518,新能源汽车;专精特新;2025年报预增;污水处理;碳中和;融资融券,301518.SZ,6
33,002846,固态电池;PET铜箔;宠物经济;中俄贸易概念;锂电池概念;新能源汽车;专精特新;深股通,002846.SZ,8
33,300701,智能家居;机器视觉;安防;传感器;小米概念;物联网;股权转让(并购重组),300701.SZ,7
151,920299,数据中心(AIDC);商业航天;融资融券;阿里巴巴概念;特高压;智能电网,920299.BJ,6
17,600151,军民融合;军工;光伏概念;比亚迪概念;新能源汽车;央企国企改革;汽车热管理;绿色电力;上海自贸区;人民币贬值受益;国企改革;TOPCON电池;融资融券;沪股通,600151.SH,14
17,603918,Web3.0;AIGC概念;AI应用;数据确权;智慧政务;云办公;在线教育;区块链;蚂蚁集团概念;抖音概念(字节概念);阿里巴巴概念;互联网金融;信创;DeepSeek概念;人工智能;智能医疗;化债概念(AMC概念);华为概念;机器人概念;机器视觉;上海自贸区;融资融券;沪股通,603918.SH,23
33,002565,卫星导航;商业航天;工业大麻;东数西算(算力);土壤修复;生态农业;跨境电商;新型烟草(电子烟);一带一路;回购增持再贷款概念;深股通;融资融券,002565.SZ,12
17,603281,有机硅概念;硅能源;光伏概念;人民币贬值受益;高股息精选;沪股通,603281.SH,6
17,688132,信创;军工信息化;AI应用;AI智能体;网络安全;DeepSeek概念;虚拟数字人;专精特新;数据安全;云计算;军工;军民融合;数据中心(AIDC);融资融券,688132.SH,14
33,300067,算力租赁;染料;英伟达概念;东数西算(算力);AI视频;C2M概念;多模态AI;百度概念;区块链;独角兽概念;AIGC概念;长三角一体化;芯片概念;柔性屏(折叠屏);AI应用;DeepSeek概念;污水处理;IP经济(谷子经济);海工装备;人工智能;PPP概念;军工;宠物经济;深股通;融资融券,300067.SZ,25
17,688299,华为概念;专精特新;比亚迪概念;MiniLED;储能;固态电池;锂电池概念;DeepSeek概念;POE胶膜;PCB概念;沪股通;融资融券,688299.SH,12
151,920008,虚拟现实;军工信息化;融资融券;专精特新;军工;西部大开发,920008.BJ,6
33,300269,MicroLED概念;MiniLED;元宇宙;MR(混合现实);柔性屏(折叠屏);小红书概念;智慧城市;华为概念;商业航天;军工;体育产业;人民币贬值受益,300269.SZ,12
33,300800,污水处理;水利;人工智能;数字乡村;乡村振兴;专精特新;PM2.5;工业互联网;雄安新区;AI应用;数字孪生;华为概念;AI智能体;一带一路;国产操作系统;碳中和,300800.SZ,16
33,002921,农机;减速器;人民币贬值受益;乡村振兴;机器人概念;新能源汽车;燃料电池;氢能源;光热发电;光伏概念,002921.SZ,10
33,002276,工业互联网;人形机器人;核电;数字经济;机器人概念;军工;柔性直流输电;高端装备;水利;海工装备;新能源汽车;比亚迪概念;充电桩;风电;数据中心(AIDC);换电概念;高压快充;储能;光伏概念;5G;绿色电力;国企改革;股权转让(并购重组);深股通;融资融券,002276.SZ,25
33,301326,富士康概念;苹果概念;消费电子概念;液冷服务器;芯片概念;3D打印;比亚迪概念;无人机;人民币贬值受益;宁德时代概念;锂电池概念;固态电池;深股通;融资融券,301326.SZ,14
33,002692,核电;智能电网;风电;充电桩;新能源汽车;专精特新;储能;数字孪生;光伏概念;芯片概念;国企改革,002692.SZ,11
33,000605,固废处理;污水处理;雄安新区;PPP概念;养老概念;创投;国企改革;京津冀一体化;氢能源,000605.SZ,9
17,688175,军工信息化;物联网;网络安全;数据要素;人工智能;军工;5G;商业航天;6G概念;股权转让(并购重组);融资融券,688175.SH,11
33,300448,华为鲲鹏;多模态AI;云计算;AI智能体;鸿蒙概念;AI应用;数据要素;百度概念;电力物联网;区块链;人脸识别;智慧城市;数字经济;人工智能;安防;ETC;车联网(车路协同);物联网;智能医疗;机器视觉;芯片概念;创投;AI眼镜,300448.SZ,23
17,600167,生物质能发电;绿色电力;参股保险;氢能源;文化传媒概念;创投;人工智能;AI智能体;沪股通;华为概念;融资融券,600167.SH,11
151,920570,量子科技;高端装备;融资融券;风电;芯片概念;军工;机器人概念;光伏概念;专精特新;硅能源;核电;第三代半导体;海工装备;新型工业化;工业母机,920570.BJ,15
151,920802,医疗器械概念;PM2.5;融资融券,920802.BJ,3
17,603969,高铁;高端装备;光伏概念;核电;一带一路;水利;储能;风电;创投;雄安新区;地下管网;京津冀一体化;水泥概念;新疆振兴;绿色电力;沪股通;融资融券,603969.SH,17
33,002148,物联网;车联网(车路协同);抖音概念(字节概念);网络游戏;京津冀一体化;手机游戏;创投;低空经济;机器人概念;无人机;5G;芯片概念;融资融券;深股通,002148.SZ,14
33,301556,数字乡村;转基因;数据要素;AI智能体;数字经济;农机;土壤修复;乡村振兴;DeepSeek概念;人工智能;生态农业;共同富裕示范区;物联网;机器人概念;专精特新;传感器;AI眼镜;深股通;融资融券,301556.SZ,19
33,002526,网络游戏;智能物流;手机游戏;减速器;人工智能;高端装备;可降解塑料;新型工业化;机器人概念;低空经济;无人机;煤炭概念;深股通;融资融券,002526.SZ,14
17,603737,2025年报预增;海峡两岸;商业航天;DeepSeek概念;沪股通;融资融券,603737.SH,6
33,000520,航运概念;统一大市场;一带一路,000520.SZ,3
33,000701,无人零售;海峡两岸;福建自贸区;创投;互联网金融;智慧城市;数字经济;智能物流;物联网;石墨烯;车联网(车路协同);金属镍;Web3.0;一带一路;IP经济(谷子经济);国企改革;专精特新;统一大市场;无人机;AIGC概念;低空经济;小米概念;金属铜;华为汽车;军工信息化;小米汽车;小金属概念;MiniLED,000701.SZ,28
17,600571,跨境支付(CIPS);移动支付;ChatGPT概念;互联网金融;数据安全;AI智能体;信创;数字水印;数字经济;阿里巴巴概念;百度概念;DeepSeek概念;独角兽概念;人工智能;创投;华为概念;量子科技;参股券商;共同富裕示范区;沪股通;融资融券,600571.SH,21
33,301552,比亚迪概念;血氧仪;新能源汽车;专精特新;特斯拉概念;军工;小米汽车;小米概念;低空经济;军民融合;医疗器械概念;华为概念;融资融券,301552.SZ,13
17,600746,煤化工概念;国企改革;固废处理;沪股通,600746.SH,4
151,920007,新股与次新股;融资融券;一带一路;光伏概念;人民币贬值受益,920007.BJ,5
33,300927,草甘膦;丙烯酸;国企改革;股权转让(并购重组);融资融券,300927.SZ,5
33,001212,有机硅概念;芯片概念;先进封装;粤港澳大湾区;装配式建筑;回购增持再贷款概念;深股通;股权转让(并购重组),001212.SZ,8
17,688290,专精特新;机器人概念;人形机器人;核污染防治;军工;核电;可控核聚变;DeepSeek概念;军工信息化;军民融合;沪股通;融资融券,688290.SH,12
33,301046,光伏概念;换电概念;机器人概念;人形机器人;智能电网;新型城镇化;储能;虚拟电厂;光伏建筑一体化;光热发电;东数西算(算力);绿色电力;融资融券,301046.SZ,13
17,688570,人工智能;国企改革;DeepSeek概念;一带一路;鸿蒙概念;机器人概念;新型工业化;高端装备;央企国企改革;华为概念;传感器;绿色电力;数据中心(AIDC);煤炭概念;沪股通;融资融券,688570.SH,16
33,300300,家庭医生;海峡两岸;独角兽概念;东数西算(算力);智慧城市;数字经济;国企改革;数据中心(AIDC);充电桩;人工智能;文化传媒概念;2025年报预增;创投;智能医疗;医疗器械概念;融资融券;摘帽,300300.SZ,17
33,000536,MicroLED概念;MiniLED;新能源汽车;华为手机;OLED;国企改革;消费电子概念;福建自贸区;华为概念;海峡两岸;深股通;融资融券;芯片概念,000536.SZ,13
33,300118,TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏建筑一体化;光伏概念;储能;商业航天;华为概念;绿色电力;共同富裕示范区;乡村振兴;深股通;融资融券,300118.SZ,14
17,688021,专精特新;氢能源;燃料电池;融资融券,688021.SH,4
33,300683,细胞免疫治疗;重组蛋白;CRO概念;创新药;仿制药一致性评价;眼科医疗;股权转让(并购重组),300683.SZ,7
33,300694,燃料电池;机器人概念;国企改革;新能源汽车;2025年报预增;人形机器人,300694.SZ,6
17,603915,减速器;人形机器人;机器人概念;高端装备;水利;海工装备;固废处理;光伏建筑一体化;融资融券;沪股通,603915.SH,10
17,603506,物业管理;养老概念;垃圾分类;长三角一体化;机器人概念;2025年报预增,603506.SH,6
33,301361,智能电网;虚拟电厂;数据中心(AIDC);传感器;储能;专精特新;锂电池概念;海工装备;融资融券,301361.SZ,9
17,603255,POE胶膜;TOPCON电池,603255.SH,2
151,920493,数据中心(AIDC);商业航天;量子科技;算力租赁;在线教育;华为概念;阿里巴巴概念;华为昇腾;飞行汽车(eVTOL);智谱AI;华为鲲鹏;比亚迪概念;云计算;融资融券;数字经济;百度概念;长安汽车概念;低空经济;DeepSeek概念;AIGC概念;东数西算(算力),920493.BJ,21
17,688281,碳纤维;航空发动机;军工;西部大开发;沪股通;融资融券,688281.SH,6
33,000831,稀土永磁;小金属概念;央企国企改革;国企改革;深股通;同花顺中特估100;中字头股票;融资融券,000831.SZ,8
33,300564,装配式建筑;新型城镇化;水利;光伏建筑一体化;粤港澳大湾区;西部大开发,300564.SZ,6
17,600830,烟草;互联网金融;共同富裕示范区;化债概念(AMC概念);国企改革;融资融券;股权转让(并购重组),600830.SH,7
33,002202,商业航天;柔性直流输电;特高压;智能电网;东数西算(算力);海工装备;储能;抽水蓄能;独角兽概念;风电;工业互联网;人工智能;创投;碳中和;氢能源;绿色电力;污水处理;碳交易;西部大开发;PPP概念;新疆振兴;同花顺出海50;深股通;融资融券;煤化工概念,002202.SZ,25
33,301027,空间计算;建筑节能;智慧城市;光伏建筑一体化;房屋检测;数字乡村;地下管网;数据要素;数据中心(AIDC);装配式建筑;污水处理;新型城镇化;DeepSeek概念;绿色电力;数字经济;车联网(车路协同);乡村振兴;人工智能;AIGC概念;储能;水利;西部大开发;一带一路;融资融券,301027.SZ,24
33,301112,一体化压铸;新型工业化;机器视觉;长安汽车概念;比亚迪概念;智能物流;机器人概念;汽车电子;新能源汽车;人民币贬值受益;粤港澳大湾区;高端装备;工业互联网;汽车芯片;芯片概念;MCU芯片;无人机;军工;航空发动机;光伏概念;储能;股权转让(并购重组);融资融券,301112.SZ,23
33,300050,华为海思概念股;横琴新区;5G;物联网;华为概念;鸿蒙概念;苹果概念;在线教育;职业教育;储能;工业互联网;DeepSeek概念,300050.SZ,12
151,920260,中俄贸易概念;页岩气;融资融券;天然气;西部大开发;专精特新,920260.BJ,6
33,002217,电子纸;华为手机;PCB概念;富士康概念;柔性屏(折叠屏);OLED;5G;消费电子概念;无线充电;智能穿戴;汽车电子;虚拟现实;东数西算(算力);华为概念;海峡两岸;传感器;比亚迪概念;算力租赁;新能源汽车;福建自贸区;ETC;机器人概念;人民币贬值受益;创投;国企改革;深股通;摘帽,002217.SZ,27
33,300247,体育产业;机器人概念;养老概念;跨境电商;医疗器械概念;智能家居;人民币贬值受益;宠物经济;智能医疗;2025年报预增,300247.SZ,10
33,002949,装配式建筑;新型城镇化;粤港澳大湾区;文化传媒概念;一带一路;数字经济;人工智能;低空经济;百度概念,002949.SZ,9
17,603933,工业母机;人形机器人;新型工业化;机器人概念;新能源汽车;数字经济;工业互联网;无人机;智能家居;汽车电子;消费电子概念;海峡两岸;福建自贸区;物联网;芯片概念;MCU芯片;存储芯片;储能,603933.SH,18
33,300047,云办公;ChatGPT概念;智谱AI;华为鲲鹏;智慧政务;财税数字化;数据安全;华为欧拉;云计算;华为昇腾;在线教育;信创;AIGC概念;鸿蒙概念;AI智能体;网络安全;区块链;百度概念;数据要素;AI应用;腾讯概念;数字货币;时空大数据;移动支付;蚂蚁集团概念;DeepSeek概念;智慧城市;数字经济;数字孪生;车联网(车路协同);人工智能;东数西算(算力);职业教育;华为概念;数据中心(AIDC);低空经济;粤港澳大湾区;无人驾驶;机器人概念;军工信息化;跨境电商;无人机;5G;军工;乡村振兴;融资融券;深股通,300047.SZ,47
17,600725,西部大开发;国企改革;超超临界发电;化肥;股权转让(并购重组);煤化工概念;煤炭概念,600725.SH,7
17,688615,AIGC概念;华为昇腾;云计算;抖音概念(字节概念);AI应用;财税数字化;智慧政务;数据安全;AI智能体;鸿蒙概念;数据要素;人工智能;互联网金融;数字经济;华为概念;机器人概念;沪股通;融资融券,688615.SH,18
33,001379,商业航天;核电;人民币贬值受益;中俄贸易概念;光伏概念;融资融券,001379.SZ,6
33,002487,绿色电力;风电;航运概念;海工装备;2025年报预增;融资融券;深股通,002487.SZ,7
33,002785,小金属概念;盐湖提锂;锂电池概念;海峡两岸;福建自贸区;中俄贸易概念;一带一路;核电;俄乌冲突概念;深股通,002785.SZ,10
33,300930,柔性屏(折叠屏);3D打印;专精特新;金属回收;宁德时代概念;锂电池概念;共同富裕示范区;海工装备;风电;抽水蓄能;融资融券,300930.SZ,11
17,600295,煤炭概念;高股息精选;水泥概念;小金属概念;西部大开发;创投;沪股通;硅能源;光伏概念;融资融券,600295.SH,10
