股票代码,所属概念,所属概念数量,code,market_code
301397.SZ,液冷服务器;汽车热管理;比亚迪概念;华为汽车;新能源汽车;宁德时代概念;数据中心;长安汽车概念;飞行汽车(eVTOL);燃料电池;换电概念;低空经济;储能;充电桩;两轮车;氢能源;西部大开发;深股通;融资融券,19,301397,33
300404.SZ,CRO概念;细胞免疫治疗;减肥药;创新药;阿尔茨海默概念;幽门螺杆菌概念;肝炎概念;智能医疗;人工智能;DeepSeek概念;专精特新,11,300404,33
301127.SZ,新型城镇化;东数西算(算力);专精特新;净水概念;华为概念;充电桩;污水处理;高端装备;PPP概念;储能;固废处理;生物质能发电;风电;回购增持再贷款概念;地下管网;绿色电力;氢能源;深股通;融资融券,19,301127,33
688321.SH,减肥药;创新药;猴痘概念;智能医疗;肝炎概念;DeepSeek概念;医药电商;粤港澳大湾区;AI应用;中俄贸易概念;沪股通;融资融券,12,688321,17
603378.SH,建筑节能;长三角一体化;AI智能体,3,603378,17
600756.SH,DRG/DIP;财税数字化;智慧政务;AIGC概念;云计算;在线教育;信创;AI智能体;国资云;数字孪生;DeepSeek概念;人工智能;同花顺新质50;养老概念;工业互联网;国企改革;回购增持再贷款概念;沪股通;融资融券,19,600756,17
300760.SZ,同花顺漂亮100;智能医疗;宠物经济;医疗器械概念;DeepSeek概念;AIGC概念;AI应用;机器人概念;同花顺出海50;融资融券;深股通,11,300760,33
002930.SZ,东数西算(算力);粤港澳大湾区;智能物流;统一大市场;融资融券;深股通,6,002930,33
300088.SZ,MicroLED概念;柔性屏(折叠屏);电子纸;AI手机;车联网(车路协同);智能穿戴;虚拟现实;华为概念;智能座舱;OLED;小米概念;东数西算(算力);消费电子概念;汽车电子;元宇宙;算力租赁;比亚迪概念;苹果概念;特斯拉概念;华为汽车;新能源汽车;储能;一带一路;锂电池概念;石墨烯;固态电池;国企改革;深股通;融资融券,29,300088,33
688176.SH,创新药;沪股通;融资融券,3,688176,17
002495.SZ,预制菜;创投,2,002495,33
603818.SH,京津冀一体化;人民币贬值受益;海峡两岸;智能家居,4,603818,17
002172.SZ,民营医院;毛发医疗;三胎概念;医美概念;养老概念;高压氧舱;冷链物流;国企改革;股权转让(并购重组),9,002172,33
301396.SZ,算力租赁;财税数字化;云计算;东数西算(算力);多模态AI;ChatGPT概念;信创;智慧政务;腾讯概念;AI智能体;空间计算;数据中心;数据要素;MR(混合现实);DeepSeek概念;华为概念;安防;智慧城市;AI应用;人工智能;数字经济;物联网;智能医疗;职业教育;专精特新;智能物流;乡村振兴;旅游概念;新型城镇化;深股通;融资融券,31,301396,33
603828.SH,ST板块;PPP概念;新型城镇化;光伏建筑一体化;建筑节能;装配式建筑,6,603828,22
300187.SZ,医疗废物处理;生物质能发电;土壤修复;污水处理;固废处理;PPP概念;碳中和;风电;新型城镇化;充电桩;光伏建筑一体化;雄安新区;智能电网;PM2.5;储能;比亚迪概念;金属回收;AI智能体;小金属概念,19,300187,33
688004.SH,文化传媒概念;在线教育;数据安全;AIGC概念;网络安全;数据要素;信创;华为鲲鹏;多模态AI;人工智能;数字孪生;华为概念;回购增持再贷款概念;融资融券,14,688004,17
300197.SZ,PPP概念;土壤修复;雄安新区;新型城镇化;垃圾分类;污水处理;碳中和;水利;旅游概念;地下管网;乡村振兴;智慧城市;国企改革;粤港澳大湾区;一带一路;回购增持再贷款概念;充电桩;央企国企改革;农业种植;深股通;融资融券,21,300197,33
002157.SZ,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券,6,002157,33
002310.SZ,股权转让(并购重组);生态农业;医疗废物处理;绿色电力;汽车拆解概念;土壤修复;京津冀一体化;PPP概念;乡村振兴;雄安新区;固废处理;风电;储能;污水处理;国企改革;新型城镇化;金属回收;水利;深股通;摘帽,20,002310,33
002078.SZ,代糖概念;一带一路;深股通;融资融券,4,002078,33
000779.SZ,新型城镇化;土壤修复;污水处理;房屋检测;建筑节能;数字孪生;水利;乡村振兴;数字经济;数据要素;DeepSeek概念;算力租赁;国资云;西部大开发;一带一路;国企改革;低空经济;数据中心;光伏概念;新疆振兴;抽水蓄能,21,000779,33
600740.SH,煤炭概念;煤化工概念;国企改革;融资融券;碳纤维;工业互联网;沪股通,7,600740,17
003042.SZ,草甘膦;供销社;乡村振兴;中俄贸易概念,4,003042,33
301089.SZ,猴痘概念;肝炎概念;流感;合成生物;融资融券,5,301089,33
300422.SZ,医疗废物处理;土壤修复;污水处理;净水概念;垃圾分类;PPP概念;固废处理;雄安新区;碳中和;消毒剂;国企改革;食品安全;西部大开发;动力电池回收;天然气;无人驾驶,16,300422,33
000989.SZ,医药电商;创新药;毛发医疗;细胞免疫治疗;高股息精选;国企改革;深股通;摘帽;股权转让(并购重组),9,000989,33
300013.SZ,统一大市场;跨境电商;冷链物流;智能物流;一带一路;国企改革;物联网;车联网(车路协同);比亚迪概念;卫星导航;摘帽;股权转让(并购重组),12,300013,33
301230.SZ,AI应用;ChatGPT概念;CRO概念;多模态AI;智能医疗;人工智能;创新药;流感;合成生物;医疗器械概念;2025年报预增;人民币贬值受益;融资融券,13,301230,33
300664.SZ,医疗废物处理;垃圾分类;固废处理;净水概念;污水处理;水利;PPP概念;装配式建筑;生物疫苗,9,300664,33
002541.SZ,同花顺中特估100;光伏概念;装配式建筑;PPP概念;机器人概念;融资融券;深股通,7,002541,33
000702.SZ,猪肉;预制菜;国企改革;参股券商;阿里巴巴概念,5,000702,33
688238.SH,细胞免疫治疗;基因测序;CRO概念;智能医疗;重组蛋白;人工智能;专精特新;上海自贸区;融资融券,9,688238,17
002728.SZ,流感;肝炎概念;幽门螺杆菌概念;仿制药一致性评价;医药电商;医美概念;NMN概念;2025年报预增;深股通,9,002728,33
002678.SZ,特色小镇;三胎概念;文化传媒概念;旅游概念;在线教育;职业教育;IP经济(谷子经济);数字经济;人工智能;粤港澳大湾区;国企改革;深股通,12,002678,33
688136.SH,创新药;重组蛋白;减肥药;肝炎概念;动物疫苗;合成生物;智能医疗;2025年报预增;回购增持再贷款概念;沪股通;融资融券,11,688136,17
301080.SZ,猴痘概念;重组蛋白;细胞免疫治疗;人民币贬值受益;专精特新;人工智能;深股通;融资融券,8,301080,33
003012.SZ,回购增持再贷款概念;智能家居;粤港澳大湾区;石墨烯;虚拟数字人;深股通,6,003012,33
000963.SZ,创新药;医药电商;减肥药;肝炎概念;细胞免疫治疗;医美概念;合成生物;宠物经济;医疗器械概念;冷链物流;智能医疗;证金持股;人工智能;深股通;融资融券,15,000963,33
603355.SH,净水概念;家用电器;人民币贬值受益;新能源汽车;机器人概念;沪股通;融资融券,7,603355,17
300113.SZ,算力租赁;云游戏;云计算;多模态AI;东数西算(算力);数据确权;抖音概念(字节概念);Web3.0;腾讯概念;AIGC概念;虚拟数字人;百度概念;AI智能体;英伟达概念;数据中心;元宇宙;区块链;电子竞技;DeepSeek概念;华为概念;手机游戏;虚拟现实;NFT概念;人工智能;文化传媒概念;智能医疗;AI应用;IP经济(谷子经济);深股通;融资融券,30,300113,33
601789.SH,国资云;东数西算(算力);数据中心;腾讯概念;阿里巴巴概念;百度概念;区块链;房屋检测;水利;低空经济;新型城镇化;PPP概念;装配式建筑;国企改革;参股券商;沪股通;融资融券,17,601789,17
002484.SZ,5G;可控核聚变;军工;超级电容;人形机器人;东数西算(算力);新能源汽车;华为概念;机器人概念;储能;国企改革;深股通;融资融券,13,002484,33
300074.SZ,智慧城市;DRG/DIP;在线教育;智慧政务;创投;安防;AI智能体;DeepSeek概念;华为概念;智能医疗;家庭医生;云办公;低空经济;无人机;充电桩;储能;AI应用,17,300074,33
002613.SZ,建筑节能;装配式建筑;光伏概念;高铁;一带一路;高端装备;钙钛矿电池;苹果概念,8,002613,33
000558.SZ,冰雪产业;旅游概念;体育产业;文化传媒概念;短剧游戏;电子竞技;创投;PPP概念;租售同权;国企改革;西部大开发;深股通;融资融券,13,000558,33
002133.SZ,物业管理;农业种植;乡村振兴;粮食概念;养老概念;玉米;互联网金融;机器人概念,8,002133,33
300800.SZ,污水处理;水利;专精特新;雄安新区;PM2.5;乡村振兴;工业互联网;一带一路;人工智能;数字孪生;华为概念;碳中和;数字乡村;国产操作系统;AI智能体;AI应用,16,300800,33
002322.SZ,电力物联网;智能电网;储能;特高压;东数西算(算力);PM2.5;核电;数字孪生;土壤修复;信创;人工智能;数据要素;无人机;虚拟现实;AI应用;深股通;高股息精选,17,002322,33
002773.SZ,创新药;眼科医疗;阿尔茨海默概念;合成生物;医疗器械概念;西部大开发;深股通;融资融券,8,002773,33
300025.SZ,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券,6,300025,33
600546.SH,煤炭概念;超超临界发电;航运概念;国企改革;沪股通;融资融券,6,600546,17
688229.SH,数据安全;华为鲲鹏;云计算;信创;东数西算(算力);抖音概念(字节概念);腾讯概念;数据要素;阿里巴巴概念;鸿蒙概念;百度概念;DeepSeek概念;数字经济;互联网金融;人工智能;华为概念;数据中心;工业互联网;AI应用;融资融券,20,688229,17
000793.SZ,ST板块;海南自贸区;化债概念(AMC概念);乡村振兴;创投;农业种植;参股券商;网红经济;区块链;数字经济;旅游概念;人工智能;信创;网络游戏;手机游戏;文化传媒概念;抖音概念(字节概念),17,000793,33
300651.SZ,足球概念;体育产业;2025年报预增,3,300651,33
600386.SH,物业管理;京津冀一体化;国企改革;文化传媒概念;独角兽概念;汽车拆解概念;充电桩;新能源汽车;动力电池回收;融资融券,10,600386,17
688302.SH,创新药;西部大开发;沪股通;融资融券,4,688302,17
600589.SH,算力租赁;云计算;东数西算(算力);数据中心;融资融券;股权转让(并购重组);沪股通,7,600589,17
002064.SZ,可降解塑料;深股通;融资融券,3,002064,33
000019.SZ,粮食概念;预制菜;深圳国企改革;国企改革;冷链物流;一带一路;数字乡村;深股通,8,000019,33
002730.SZ,电力物联网;算力租赁;东数西算(算力);鸿蒙概念;人工智能;物联网;卫星导航;数据中心;军工;华为概念;工业互联网;机器人概念;3D打印;新能源汽车;深股通,15,002730,33
300334.SZ,污水处理;净水概念;垃圾分类;PPP概念;雄安新区;京津冀一体化,6,300334,33
002393.SZ,流感;仿制药一致性评价;阿尔茨海默概念;肝炎概念;维生素;创新药;合成生物;国企改革;核污染防治;2025年报预增;专精特新;京津冀一体化;短剧游戏;融资融券;深股通,15,002393,33
000425.SZ,同花顺出海50;雅下水电概念;高端装备;无人驾驶;农机;机器人概念;工业互联网;一带一路;军工;氢能源;深股通;融资融券;国企改革;证金持股,14,000425,33
603369.SH,白酒概念;国企改革;沪股通;融资融券;回购增持再贷款概念,5,603369,17
300685.SZ,创新药;基因测序;医疗器械概念;智能医疗;专精特新;海峡两岸;福建自贸区;深股通;融资融券,9,300685,33
601133.SH,中芯国际概念;存储芯片;OLED;柔性屏(折叠屏);芯片概念;装配式建筑;沪股通;融资融券,8,601133,17
000032.SZ,智谱AI;云计算;华为鲲鹏;算力租赁;数据确权;数据安全;信创;智慧政务;AI语料;国资云;AI智能体;国产操作系统;阿里巴巴概念;数据要素;东数西算(算力);抖音概念(字节概念);数字乡村;元宇宙;DeepSeek概念;数字孪生;智慧城市;数字经济;人工智能;安防;数据中心;智能医疗;商业航天;低空经济;工业互联网;AI应用;粤港澳大湾区;芯片概念;专精特新;柔性屏(折叠屏);可控核聚变;高铁;体育产业;碳中和;乡村振兴;中芯国际概念;国企改革;央企国企改革;绿色电力;生物质能发电;融资融券;深股通,46,000032,33
600469.SH,新能源汽车;央企国企改革;国企改革;融资融券,4,600469,17
688382.SH,创新药;沪股通;融资融券,3,688382,17
002883.SZ,新型城镇化;土壤修复;地下管网;水利;污水处理;PPP概念;雄安新区;固废处理;乡村振兴;回购增持再贷款概念;智慧城市;国企改革;低空经济;数字经济;车联网(车路协同),15,002883,33
601011.SH,煤炭概念;煤化工概念;石墨电极;氢能源;碳中和;石墨烯;黑龙江自贸区;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,12,601011,17
601888.SH,免税店;旅游概念;自由贸易港;跨境电商;数字经济;同花顺漂亮100;证金持股;国企改革;沪股通;融资融券;一带一路;央企国企改革;同花顺中特估100;中字头股票,14,601888,17
300556.SZ,文化传媒概念;在线教育;虚拟数字人;抖音概念(字节概念);AIGC概念;职业教育;元宇宙;智慧政务;数据要素;阿里巴巴概念;数字经济;云计算;人工智能;智慧城市;空间计算;时空大数据;虚拟现实;数字孪生;华为概念;东数西算(算力);粤港澳大湾区;机器视觉;MR(混合现实);雄安新区;商业航天;大飞机;苹果概念,27,300556,33
600792.SH,煤炭概念;煤化工概念;国企改革;西部大开发,4,600792,17
002206.SZ,人民币贬值受益;回购增持再贷款概念;长三角一体化;一带一路;中俄贸易概念;创投;工业互联网;光伏概念;PEEK材料;新能源汽车;海工装备;俄乌冲突概念;深股通;融资融券,14,002206,33
300245.SZ,华为鲲鹏;智慧政务;ChatGPT概念;华为昇腾;财税数字化;信创;数据要素;阿里巴巴概念;区块链;东数西算(算力);国产操作系统;数字经济;互联网金融;人脸识别;智慧城市;华为概念;数据中心;5G;机器人概念;长三角一体化;深股通;融资融券,22,300245,33
300829.SZ,土地流转;玉米;农业种植;可降解塑料;乡村振兴;参股银行;回购增持再贷款概念;2025年报预增,8,300829,33
600867.SH,创新药;重组蛋白;减肥药;合成生物;回购增持再贷款概念;沪股通;融资融券,7,600867,17
300381.SZ,维生素;合成生物;NMN概念;横琴新区;可降解塑料;粤港澳大湾区,6,300381,33
688066.SH,军工信息化;卫星导航;商业航天;华为昇腾;时空大数据;空间计算;军工;云计算;无人机;AI智能体;低空经济;数据要素;数字孪生;智慧城市;人工智能;华为概念;MR(混合现实);DeepSeek概念;钙钛矿电池;水利;雄安新区;碳中和;AI应用;沪股通;融资融券,25,688066,17
