所属概念,股票代码,market_code,code,所属概念数量
减肥药;细胞免疫治疗;创新药;眼科医疗;仿制药一致性评价;辅助生殖;医药电商;智能医疗;创投;同花顺漂亮100;证金持股;沪股通;融资融券;绿色电力,600276.SH,17,600276,14
PCB概念;苹果概念;传感器;机器视觉;新型工业化;新能源汽车;机器人概念;工业互联网;2025年报预增;商业航天;充电桩;人工智能;数字经济;绿色电力;民爆概念,300836.SZ,33,300836,15
长安汽车概念;人形机器人;比亚迪概念;新能源汽车;机器人概念;特斯拉概念;专精特新;军工;航空发动机;深股通;股权转让(并购重组),300611.SZ,33,300611,11
知识产权保护;短剧游戏;文化传媒概念;NFT概念;虚拟数字人;在线教育;快手概念;抖音概念(字节概念);IP经济(谷子经济);电子竞技;元宇宙;腾讯概念;云游戏;网络安全;人工智能;虚拟现实;华为概念;华为海思概念股;小米概念;国企改革;高股息精选;深股通;融资融券,300770.SZ,33,300770,23
车联网(车路协同);无人驾驶;英伟达概念;5G;华为昇腾;东数西算(算力);百度概念;物联网;卫星导航;云计算;数据要素;阿里巴巴概念;算力租赁;液冷服务器;数据中心;人工智能;比亚迪概念;DeepSeek概念;网约车;智能医疗;智能物流;光纤概念;一带一路;深股通,300698.SZ,33,300698,24
成飞概念;大飞机;军民融合;ST板块;可控核聚变;军工;低空经济;高端装备;无人机;西部大开发,603261.SH,22,603261,10
中俄贸易概念;一带一路;专精特新;融资融券;页岩气;海工装备;人民币贬值受益,920694.BJ,151,920694,7
卫星导航;商业航天;军民融合;军工;无人机;车联网(车路协同);智慧城市;数字孪生;无人驾驶;物联网;传感器;工业互联网;智能座舱;央企国企改革;京津冀一体化;智能物流;汽车电子;新能源汽车;黑龙江自贸区;一带一路;中俄贸易概念;国企改革;智能电网;人民币贬值受益;2025年报预增;俄乌冲突概念;深股通;融资融券,000901.SZ,33,000901,28
肝炎概念;国企改革;央企国企改革;沪股通;融资融券,600161.SH,17,600161,5
人工智能;鸿蒙概念;华为概念;福建自贸区;海峡两岸;消费电子概念;专精特新;小米汽车;比亚迪概念;华为汽车;高压快充;人形机器人;海工装备;新能源汽车;充电桩;燃料电池;虚拟电厂;储能;宁德时代概念;两轮车;锂电池概念;固态电池;深股通;融资融券,300648.SZ,33,300648,24
液冷服务器;汽车热管理;人脸识别;ETC;储能;移动支付;车联网(车路协同);充电桩;独角兽概念;智慧城市;ST板块,300462.SZ,33,300462,11
人形机器人;机器人概念;新型工业化;智能物流;无人机;3D打印;军工;高端装备;工业互联网;毫米波雷达;粤港澳大湾区;核电;水利;物联网;可控核聚变;人民币贬值受益;华为概念;人工智能;一带一路;数字经济;多模态AI;牙科医疗;英伟达概念;深股通;融资融券,002611.SZ,33,002611,25
华为概念;融资融券;家用电器;比亚迪概念;东数西算(算力),920699.BJ,151,920699,5
抽水蓄能;超超临界发电;煤炭概念;绿色电力;风电;碳中和;光伏建筑一体化;储能;充电桩;数据中心;东数西算(算力);工业互联网;华为概念;国企改革;人工智能;创投;智能物流;深股通;融资融券,001896.SZ,33,001896,19
可控核聚变;光热发电;光伏概念;核电;海工装备;固态电池;氢能源;天然气;深股通,001332.SZ,33,001332,9
重组蛋白;创新药;肝炎概念;仿制药一致性评价;沪股通;融资融券,688687.SH,17,688687,6
中国AI 50;算力租赁;东数西算(算力);AI PC;英伟达概念;数据安全;网络安全;信创;5G;云办公;人脸识别;车联网(车路协同);安防;物联网;智慧城市;ETC;鸿蒙概念;机器视觉;智能座舱;消费电子概念;DeepSeek概念;工业互联网;人工智能;专精特新;在线教育;新型工业化;机器人概念;人形机器人;粤港澳大湾区;智能医疗;深股通,001339.SZ,33,001339,31
MicroLED概念;MiniLED;硅能源;柔性屏(折叠屏);OLED;光伏概念;参股银行;绿色电力;回购增持再贷款概念;比亚迪概念;工业互联网;AI眼镜;小米概念;华为概念;粤港澳大湾区;消费电子概念;虚拟现实;2025年报预增;芯片概念;证金持股;超级品牌;深股通;融资融券,000100.SZ,33,000100,23
人民币贬值受益;深股通;融资融券,300910.SZ,33,300910,3
钠离子电池;同花顺漂亮100;固态电池;动力电池回收;宁德时代概念;锂电池概念;储能;长安汽车概念;特斯拉概念;小米汽车;华为汽车;新能源汽车;换电概念;同花顺出海50;同花顺新质50;融资融券;深股通,300750.SZ,33,300750,17
国资云;虚拟电厂;云计算;华为鲲鹏;华为昇腾;财税数字化;信创;区块链;智谱AI;阿里巴巴概念;数据要素;百度概念;腾讯概念;智能电网;AI智能体;多模态AI;鸿蒙概念;数字货币;DeepSeek概念;ERP概念;互联网金融;数字经济;AIGC概念;虚拟数字人;碳交易;元宇宙;人工智能;华为概念;安防;充电桩;碳中和;储能;创投;粤港澳大湾区;横琴新区;军工信息化;光伏概念;机器人概念;军工;军民融合;AI应用;国企改革;央企国企改革;深股通;融资融券,002063.SZ,33,002063,45
盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;回购增持再贷款概念;西部大开发;比亚迪概念;深股通;融资融券,002240.SZ,33,002240,10
华为汽车;机器人概念;新能源汽车;人民币贬值受益;人形机器人;储能;DeepSeek概念;回购增持再贷款概念;固态电池;锂电池概念;沪股通,605088.SH,17,605088,11
啤酒概念;高股息精选;西部大开发;融资融券;粤港澳大湾区;沪股通,600132.SH,17,600132,6
盐湖提锂;金属铜;小金属概念;黄金概念;锂电池概念;化肥;西部大开发;国企改革;融资融券;深股通,000408.SZ,33,000408,10
虚拟现实;军工信息化;融资融券;专精特新;军工;西部大开发,920008.BJ,151,920008,6
汽车芯片;MCU芯片;OLED;MicroLED概念;芯片概念;MiniLED;消费电子概念;量子科技;国企改革;沪股通;融资融券,688249.SH,17,688249,11
财税数字化;华为盘古;华为欧拉;华为鲲鹏;ChatGPT概念;多模态AI;华为昇腾;ERP概念;信创;AI智能体;AIGC概念;鸿蒙概念;DeepSeek概念;人工智能;智能医疗;华为概念;C2M概念;工业互联网;创投;新型工业化;机器人概念;粤港澳大湾区;AI应用;PCB概念;宁德时代概念;融资融券;深股通,300687.SZ,33,300687,27
Sora概念(文生视频);AIGC概念;多模态AI;数据确权;NFT概念;手机游戏;文化传媒概念;云计算;AI智能体;华为昇腾;AI应用;网络游戏;阿里巴巴概念;腾讯概念;智慧政务;算力租赁;百度概念;数据要素;电子竞技;区块链;鸿蒙概念;元宇宙;DeepSeek概念;智能医疗;数字经济;东数西算(算力);人工智能;独角兽概念;智慧城市;华为概念;养老概念;旅游概念;体育产业;数据中心;创投;共同富裕示范区;国企改革;证金持股;绿色电力;沪股通;融资融券,600633.SH,17,600633,41
宠物经济;预制菜;沪股通,605338.SH,17,605338,3
期货概念;同花顺中特估100;国企改革;2025年报预增;中字头股票;融资融券;沪股通,601995.SH,17,601995,7
信托概念;绿色电力;京津冀一体化;风电;雄安新区;乡村振兴;国企改革;央企国企改革;期货概念;核电;深股通;融资融券,000958.SZ,33,000958,12
新能源汽车;一体化压铸;比亚迪概念;特斯拉概念;机器人概念;深股通,001311.SZ,33,001311,6
证金持股;网约车;智能物流;国企改革;华为汽车;长安汽车概念;车联网(车路协同);俄乌冲突概念;飞行汽车(eVTOL);西部大开发;兵装重组概念;DeepSeek概念;低空经济;深股通;融资融券;一带一路;燃料电池;腾讯概念;央企国企改革;机器人概念;换电概念;无人驾驶;智能座舱;人形机器人;新能源汽车;华为概念;动力电池回收;固态电池;锂电池概念;宁德时代概念;股权转让(并购重组),000625.SZ,33,000625,31
超超临界发电;抽水蓄能;绿色电力;碳交易;风电;国企改革;核电;储能;天然气;参股券商;充电桩;参股银行;深股通;融资融券,000543.SZ,33,000543,14
存储芯片;先进封装;芯片概念;光刻胶;新能源汽车;融资融券,688757.SH,17,688757,6
光刻胶;中芯国际概念;存储芯片;先进封装;OLED;柔性屏(折叠屏);芯片概念;锂电池概念;2026一季报预增;深股通;融资融券,300054.SZ,33,300054,11
网红经济;文化传媒概念;NFT概念;IP经济(谷子经济);在线教育;虚拟数字人;旅游概念;区块链;AIGC概念;数字经济;数据要素;抖音概念(字节概念);腾讯概念;百度概念;Web3.0;AI智能体;元宇宙;DeepSeek概念;Sora概念(文生视频);小红书概念;人工智能;创投;华为概念;免税店;AI应用;ST板块;国企改革;机器人概念;数据中心;农村电商;人形机器人,603825.SH,22,603825,31
期货概念;证金持股;同花顺漂亮100;深股通;融资融券,000776.SZ,33,000776,5
汽车热管理;医疗器械概念;5G;光伏概念;数据中心;新能源汽车;机器人概念;比亚迪概念;充电桩;液冷服务器;储能;一带一路;风电;京津冀一体化;国企改革;股权转让(并购重组),300828.SZ,33,300828,16
白酒概念;啤酒概念;西部大开发;回购增持再贷款概念;沪股通;融资融券,603919.SH,17,603919,6
MicroLED概念;电子纸;MiniLED;回购增持再贷款概念;柔性屏(折叠屏);智能医疗;工业互联网;光伏概念;人工智能;长安汽车概念;机器人概念;OLED;光伏建筑一体化;智能穿戴;AI眼镜;钙钛矿电池;华为概念;虚拟现实;国企改革;民营医院;物联网;医疗器械概念;智能座舱;传感器;小米概念;储能;充电桩;苹果概念;芯片概念;同花顺果指数;同花顺漂亮100;光纤概念;深股通;融资融券,000725.SZ,33,000725,34
高铁;无人驾驶;车联网(车路协同);机器视觉;安防;无人机;高股息精选;5G;沪股通;融资融券,603508.SH,17,603508,10
新型城镇化;光伏建筑一体化;商业航天;一带一路;海峡两岸;水利;核电;融资融券;深股通,300737.SZ,33,300737,9
电力物联网;智能电网;虚拟电厂;风电;充电桩;核电;储能;数据中心;工业互联网;机器人概念;物联网;华为概念;智慧城市;国企改革;网络安全;人脸识别;人工智能;DeepSeek概念;语音技术;区块链;融资融券;深股通,000682.SZ,33,000682,22
汽车电子;芯片概念;新能源汽车;粤港澳大湾区;回购增持再贷款概念;固态电池;融资融券,688683.SH,17,688683,7
农业种植;生态农业;乡村振兴;土地流转;粮食概念;国企改革;光伏建筑一体化;创投;绿色电力;风电;2025年报预增;文化传媒概念;融资融券,600692.SH,17,600692,13
网络安全;华为昇腾;国产操作系统;算力租赁;国资云;信创;东数西算(算力);区块链;数据要素;AI智能体;ChatGPT概念;鸿蒙概念;在线教育;智慧城市;AIGC概念;AI语料;DeepSeek概念;安防;华为概念;数字经济;数据中心;人工智能;物联网;工业互联网;机器视觉;液冷服务器;互联网保险;可控核聚变;消费电子概念;机器人概念;京津冀一体化;创投;核电;食品安全;工业母机;核污染防治;储能;央企国企改革;AI应用;土壤修复;雄安新区;国企改革;污水处理;锂电池概念;参股券商;沪股通;融资融券;股权转让(并购重组),600100.SH,17,600100,48
钙钛矿电池;光刻胶;石墨烯;可降解塑料;磷化工;融资融券,688669.SH,17,688669,6
福建自贸区;海峡两岸;沪股通,601187.SH,17,601187,3
细胞免疫治疗;CRO概念;重组蛋白;流感;合成生物;专精特新;融资融券,688137.SH,17,688137,7
人形机器人;传感器;比亚迪概念;新能源汽车;机器人概念;汽车芯片;专精特新;无人驾驶;华为概念;粤港澳大湾区;储能;创投;深股通;融资融券,301413.SZ,33,301413,14
BC电池;TOPCON电池;钙钛矿电池;HJT电池;光伏建筑一体化;光伏概念;商业航天;虚拟电厂;储能;锂电池概念;绿色电力;氢能源;DeepSeek概念;华为概念;东数西算(算力);同花顺漂亮100;机器人概念;智能家居;一带一路;沪股通;融资融券,688599.SH,17,688599,21
财税数字化;国资云;云计算;信创;华为鲲鹏;智慧政务;数据安全;国产操作系统;网络安全;数字货币;AI智能体;DRG/DIP;数据要素;鸿蒙概念;数字乡村;时空大数据;AIGC概念;阿里巴巴概念;互联网金融;DeepSeek概念;东数西算(算力);跨境支付(CIPS);数字经济;智慧城市;人工智能;数字孪生;安防;军工信息化;华为概念;物联网;智能医疗;工业互联网;数据中心;无人驾驶;芯片概念;体育产业;新型工业化;汽车电子;回购增持再贷款概念;水利;国企改革;电力物联网;AI应用;雄安新区;央企国企改革;雅下水电概念;深股通;融资融券,002368.SZ,33,002368,48
军工信息化;卫星导航;商业航天;军民融合;6G概念;时空大数据;大飞机;军工;成飞概念;无人机;网络安全;低空经济;车联网(车路协同);智慧城市;人工智能;毫米波雷达;数字孪生;独角兽概念;虚拟现实;飞行汽车(eVTOL);无人驾驶;工业互联网;京津冀一体化;芯片概念;创投;消费电子概念;农机;深股通;融资融券,300045.SZ,33,300045,29
同花顺中特估100;PPP概念;国企改革;碳交易;西部大开发;碳中和;雅下水电概念;一带一路;沪股通;融资融券;锂电池概念;金属铜,600039.SH,17,600039,12
国企改革;氢能源;ETC;智能医疗;在线教育;人工智能;物联网;车联网(车路协同);国产操作系统;华为概念;无线耳机;WiFi 6;沪股通;融资融券,600035.SH,17,600035,14
生物质能发电;绿色电力;固废处理;碳中和;污水处理;垃圾分类;新型城镇化;一带一路;高股息精选;股权转让(并购重组);深股通;融资融券,301109.SZ,33,301109,12
光伏建筑一体化;绿色电力;储能;光伏概念;建筑节能;新疆振兴;回购增持再贷款概念;福建自贸区;机器人概念;海峡两岸;人工智能;融资融券,603628.SH,17,603628,12
黄金概念;民爆概念;2025年报预增;一带一路;绿色电力;人民币贬值受益;智能电网;芯片概念;深股通;融资融券,300139.SZ,33,300139,10
