code,所属概念数量,所属概念,market_code,股票代码
600305,4,超级品牌;国企改革;沪股通;融资融券,17,600305.SH
600597,9,超级品牌;乳业;冷链物流;三胎概念;上海国企改革;国企改革;数字经济;沪股通;融资融券,17,600597.SH
688198,7,创新药;眼科医疗;医美概念;医疗器械概念;专精特新;沪股通;融资融券,17,688198.SH
002510,20,军民融合;大飞机;飞行汽车(eVTOL);无人机;军工;低空经济;华为汽车;长安汽车概念;工业互联网;小米概念;新能源汽车;比亚迪概念;特斯拉概念;京津冀一体化;创投;国企改革;宁德时代概念;新疆振兴;深股通;股权转让(并购重组),33,002510.SZ
300255,6,减肥药;创新药;雄安新区;医美概念;深股通;融资融券,33,300255.SZ
002474,28,Web3.0;智慧政务;华为鲲鹏;数据安全;网络安全;信创;数据要素;云办公;鸿蒙概念;在线教育;区块链;智慧城市;军工信息化;福建自贸区;数字经济;安防;海峡两岸;人工智能;虚拟现实;物联网;华为概念;物业管理;军工;核污染防治;电力物联网;智能电网;AI应用;融资融券,33,002474.SZ
300251,15,短剧游戏;Sora概念(文生视频);文化传媒概念;网络游戏;IP经济(谷子经济);虚拟数字人;AIGC概念;抖音概念(字节概念);虚拟现实;DeepSeek概念;AI应用;英伟达概念;2025年报预增;深股通;融资融券,33,300251.SZ
603960,18,华为汽车;机器视觉;汽车电子;新型工业化;无人驾驶;智能物流;汽车热管理;机器人概念;华为概念;新能源汽车;芯片概念;燃料电池;高端装备;共封装光学(CPO);AI应用;氢能源;沪股通;融资融券,17,603960.SH
002602,30,电子竞技;脑机接口;2025年报预增;网络游戏;云游戏;手机游戏;共同富裕示范区;NFT概念;IP经济(谷子经济);元宇宙;腾讯概念;虚拟现实;虚拟数字人;算力租赁;AI应用;人民币贬值受益;长三角一体化;人工智能;AIGC概念;数据安全;比亚迪概念;东数西算(算力);DeepSeek概念;新能源汽车;华为概念;数据中心;同花顺出海50;深股通;融资融券;摘帽,33,002602.SZ
601827,11,生物质能发电;医疗废物处理;固废处理;污水处理;PPP概念;绿色电力;垃圾分类;国企改革;西部大开发;储能;沪股通,17,601827.SH
603065,3,光伏概念;专精特新;职业教育,17,603065.SH
603318,7,天然气;氢能源;国企改革;一带一路;股权转让(并购重组);专精特新;融资融券,17,603318.SH
920608,4,融资融券;乡村振兴;农机;专精特新,151,920608.BJ
002234,5,养鸡;生态农业;预制菜;生物质能发电;融资融券,33,002234.SZ
002400,29,快手概念;小红书概念;短剧游戏;AIGC概念;AI应用;抖音概念(字节概念);文化传媒概念;云计算;阿里巴巴概念;腾讯概念;百度概念;数据要素;元宇宙;国资云;区块链;职业教育;DeepSeek概念;IP经济(谷子经济);人工智能;体育产业;数据中心;横琴新区;跨境电商;创投;粤港澳大湾区;长安汽车概念;国企改革;深股通;融资融券,33,002400.SZ
920098,14,无人机;液冷服务器;低空经济;商业航天;新疆振兴;专精特新;高端装备;煤炭概念;高铁;风电;军工;军民融合;融资融券;西部大开发,151,920098.BJ
920402,7,融资融券;芯片概念;碳中和;硅能源;氢能源;国企改革;光伏概念,151,920402.BJ
301288,7,ST板块;新型城镇化;污水处理;粤港澳大湾区;专精特新;金属回收;金属镍,33,301288.SZ
300082,10,固态电池;锂电池概念;宁德时代概念;污水处理;新能源汽车;柔性屏(折叠屏);碳中和;一带一路;深股通;融资融券,33,300082.SZ
300828,16,光伏概念;医疗器械概念;汽车热管理;储能;新能源汽车;充电桩;机器人概念;风电;数据中心;比亚迪概念;京津冀一体化;5G;一带一路;液冷服务器;国企改革;股权转让(并购重组),33,300828.SZ
300055,10,煤化工概念;医疗废物处理;固废处理;雄安新区;PPP概念;污水处理;锂电池概念;盐湖提锂;深股通;融资融券,33,300055.SZ
000596,4,白酒概念;国企改革;深股通;融资融券,33,000596.SZ
300603,35,算力租赁;东数西算(算力);云计算;网络安全;阿里巴巴概念;信创;腾讯概念;智慧政务;百度概念;抖音概念(字节概念);区块链;数据确权;华为概念;DeepSeek概念;智慧城市;数字乡村;数据中心;安防;数字经济;物联网;车联网(车路协同);独角兽概念;时空大数据;互联网金融;5G;ETC;文化传媒概念;液冷服务器;水利;网红经济;一带一路;西部大开发;AI应用;新疆振兴;深股通,33,300603.SZ
001388,23,智能电网;电力物联网;特高压;风电;注册制次新股;核电;机器人概念;专精特新;工业互联网;物联网;传感器;新型工业化;华为概念;中俄贸易概念;芯片概念;人工智能;算力租赁;PCB概念;鸿蒙概念;电子身份证;深股通;新股与次新股;融资融券,33,001388.SZ
600459,18,黄金概念;小金属概念;金属回收;俄乌冲突概念;西部大开发;固废处理;芯片概念;国企改革;氢能源;军工;脑机接口;燃料电池;华为概念;专精特新;PM2.5;新能源汽车;沪股通;融资融券,17,600459.SH
603577,6,特高压;光热发电;核电;光伏概念;海工装备;工业互联网,17,603577.SH
688029,3,医疗器械概念;沪股通;融资融券,17,688029.SH
603026,9,氟化工概念;宁德时代概念;锂电池概念;新能源汽车;燃料电池;环氧丙烷;国企改革;沪股通;融资融券,17,603026.SH
002507,6,超级品牌;预制菜;国企改革;西部大开发;深股通;融资融券,33,002507.SZ
301063,10,天然气;页岩气;海工装备;氢能源;高端装备;核电;风电;储能;专精特新;融资融券,33,301063.SZ
600536,30,华为欧拉;财税数字化;信创;国产操作系统;智慧政务;数据安全;华为鲲鹏;电子身份证;网络安全;云计算;智慧城市;阿里巴巴概念;数字经济;DeepSeek概念;人工智能;华为概念;低空经济;中国AI 50;京津冀一体化;AI PC;商业航天;机器人概念;数据中心;水利;乡村振兴;国企改革;央企国企改革;中字头股票;沪股通;融资融券,17,600536.SH
300830,34,智谱AI;多模态AI;华为鲲鹏;ChatGPT概念;AI智能体;智慧政务;信创;数据要素;百度概念;鸿蒙概念;区块链;DeepSeek概念;职业教育;人脸识别;互联网金融;数字经济;人工智能;军工信息化;车联网(车路协同);华为概念;工业互联网;军工;电力物联网;碳交易;新型工业化;AI应用;换电概念;智能电网;核电;充电桩;风电;超超临界发电;特高压;虚拟电厂,33,300830.SZ
601900,9,文化传媒概念;在线教育;IP经济(谷子经济);AI应用;人工智能;参股银行;国企改革;沪股通;融资融券,17,601900.SH
002565,12,商业航天;卫星导航;东数西算(算力);新型烟草(电子烟);土壤修复;工业大麻;生态农业;一带一路;回购增持再贷款概念;跨境电商;深股通;融资融券,33,002565.SZ
600292,16,动力电池回收;碳中和;风电;PPP概念;西部大开发;国企改革;期货概念;央企国企改革;土壤修复;污水处理;乡村振兴;绿色电力;锂电池概念;融资融券;沪股通;股权转让(并购重组),17,600292.SH
002357,10,网约车;旅游概念;低空经济;车联网(车路协同);参股银行;充电桩;卫星导航;宁德时代概念;西部大开发;天然气,33,002357.SZ
300141,10,商业航天;智能电网;换电概念;光伏概念;充电桩;高压快充;储能;燃料电池;机器人概念;氢能源,33,300141.SZ
688207,26,MLOps概念;华为昇腾;多模态AI;AI智能体;智慧政务;数据要素;元宇宙;人脸识别;空间计算;DeepSeek概念;人工智能;车联网(车路协同);虚拟现实;智慧城市;华为概念;互联网金融;AI PC;机器视觉;智能穿戴;无人驾驶;无人机;机器人概念;军工;体育产业;高铁;融资融券,17,688207.SH
000568,11,白酒概念;超级品牌;啤酒概念;参股券商;证金持股;同花顺漂亮100;国企改革;西部大开发;深股通;融资融券;回购增持再贷款概念,33,000568.SZ
002884,4,空气能热泵;人民币贬值受益;水利;深股通,33,002884.SZ
688316,19,智谱AI;华为欧拉;算力租赁;云计算;华为鲲鹏;信创;智慧政务;网络安全;东数西算(算力);英伟达概念;DeepSeek概念;数据中心;数字经济;华为概念;互联网金融;物联网;低空经济;无人驾驶;融资融券,17,688316.SH
605168,21,Web3.0;多模态AI;ChatGPT概念;腾讯概念;低空经济;算力租赁;AIGC概念;东数西算(算力);抖音概念(字节概念);AI智能体;数据要素;人工智能;小红书概念;文化传媒概念;无人机;AI应用;体育产业;参股券商;西部大开发;融资融券;沪股通,17,605168.SH
603985,11,英伟达概念;东数西算(算力);算力租赁;高端装备;核电;DeepSeek概念;海工装备;风电;国企改革;融资融券;沪股通,17,603985.SH
002066,5,核电;央企国企改革;国企改革;碳中和;证金持股,33,002066.SZ
301327,16,BC电池;钠离子电池;固态电池;锂电池概念;光伏概念;光伏建筑一体化;储能;露营经济;特斯拉概念;人民币贬值受益;新能源汽车;机器人概念;智能电网;网红经济;深股通;融资融券,33,301327.SZ
603172,2,染料;融资融券,17,603172.SH
600729,12,IP经济(谷子经济);互联网金融;养老概念;人工智能;证金持股;西部大开发;回购增持再贷款概念;机器人概念;小米汽车;沪股通;融资融券;黄金概念,17,600729.SH
920262,6,数据要素;IP经济(谷子经济);跨境电商;融资融券;网红经济;三胎概念,151,920262.BJ
002961,6,福建自贸区;期货概念;海峡两岸;互联网金融;参股券商;深股通,33,002961.SZ
600566,17,农业种植;医药电商;流感;维生素;仿制药一致性评价;参股银行;肝炎概念;创新药;幽门螺杆菌概念;重组蛋白;三胎概念;旅游概念;沪股通;融资融券;家庭医生;创投;数字经济,17,600566.SH
002202,25,商业航天;海工装备;人工智能;特高压;独角兽概念;风电;抽水蓄能;工业互联网;柔性直流输电;氢能源;储能;碳中和;创投;西部大开发;碳交易;绿色电力;污水处理;PPP概念;新疆振兴;煤化工概念;同花顺出海50;深股通;融资融券;东数西算(算力);智能电网,33,002202.SZ
301501,7,可降解塑料;注册制次新股;一带一路;专精特新;深股通;新股与次新股;融资融券,33,301501.SZ
002291,20,小红书概念;快手概念;短剧游戏;Web3.0;虚拟数字人;网红经济;NFT概念;文化传媒概念;抖音概念(字节概念);数据要素;数字经济;人工智能;广东自贸区;跨境电商;虚拟现实;AI应用;粤港澳大湾区;乡村振兴;深股通;融资融券,33,002291.SZ
920726,3,超级品牌;融资融券;乡村振兴,151,920726.BJ
002037,13,民爆概念;国企改革;土壤修复;雅下水电概念;一带一路;汽车拆解概念;水利;央企国企改革;西部大开发;新疆振兴;芯片概念;深股通;融资融券,33,002037.SZ
600048,9,租售同权;物业管理;证金持股;同花顺漂亮100;国企改革;央企国企改革;沪股通;融资融券;智能家居,17,600048.SH
002086,9,预制菜;幽门螺杆菌概念;基因测序;医疗器械概念;食品安全;CRO概念;猴痘概念;人民币贬值受益;深股通,33,002086.SZ
600928,7,国企改革;跨境支付(CIPS);西部大开发;移动支付;一带一路;沪股通;融资融券,17,600928.SH
002319,6,石墨烯;HJT电池;柔性屏(折叠屏);横琴新区;光伏概念;文化传媒概念,33,002319.SZ
601607,11,证金持股;医药电商;仿制药一致性评价;创新药;生物疫苗;上海国企改革;国企改革;医疗器械概念;沪股通;融资融券;上海自贸区,17,601607.SH
600340,12,特色小镇;京津冀一体化;新型城镇化;雄安新区;低空经济;PPP概念;智慧城市;人工智能;DeepSeek概念;沪股通;融资融券;股权转让(并购重组),17,600340.SH
301177,8,黄金概念;广东自贸区;2025年报预增;DeepSeek概念;IP经济(谷子经济);抖音概念(字节概念);深股通;融资融券,33,301177.SZ
300261,12,NMN概念;合成生物;固废处理;工业大麻;垃圾分类;CRO概念;肝炎概念;人民币贬值受益;医药电商;跨境电商;深股通;融资融券,33,300261.SZ
002656,11,ST板块;风电;智能电网;高端装备;新能源汽车;三胎概念;人民币贬值受益;虚拟现实;区块链;腾讯概念;股权转让(并购重组),33,002656.SZ
600358,15,ST板块;国企改革;露营经济;旅游概念;跨境电商;体育产业;网红经济;股权转让(并购重组);电子竞技;腾讯概念;虚拟现实;文化传媒概念;网络游戏;小红书概念;快手概念,22,600358.SH
601228,11,航运概念;冷链物流;自由贸易港;国企改革;广东自贸区;养老概念;数据要素;粤港澳大湾区;网络安全;沪股通;融资融券,17,601228.SH
300377,19,数字货币;Web3.0;华为鲲鹏;互联网金融;华为昇腾;信创;区块链;AI智能体;阿里巴巴概念;腾讯概念;人工智能;DeepSeek概念;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券,33,300377.SZ
600606,17,物业管理;特色小镇;旅游概念;养老概念;参股银行;新型城镇化;PPP概念;互联网金融;蚂蚁集团概念;碳交易;独角兽概念;煤炭概念;一带一路;智慧城市;元宇宙;沪股通;融资融券,17,600606.SH
300264,16,空间计算;专精特新;云游戏;MR(混合现实);人工智能;华为概念;在线教育;虚拟现实;国产操作系统;元宇宙;文化传媒概念;百度概念;虚拟数字人;AIGC概念;Web3.0;股权转让(并购重组),33,300264.SZ
002607,14,AI应用;AIGC概念;在线教育;虚拟数字人;职业教育;百度概念;阿里巴巴概念;DeepSeek概念;人工智能;旅游概念;乡村振兴;超级品牌;融资融券;深股通,33,002607.SZ
000421,12,天然气;物业管理;网约车;旅游概念;国企改革;创投;互联网金融;换电概念;文化传媒概念;动力电池回收;充电桩;虚拟电厂,33,000421.SZ
000055,15,装配式建筑;房屋检测;乡村振兴;建筑节能;物业管理;光伏建筑一体化;一带一路;绿色电力;粤港澳大湾区;数字经济;高铁;DeepSeek概念;光伏概念;AI应用;融资融券,33,000055.SZ
600724,5,物业管理;水泥概念;共同富裕示范区;国企改革;沪股通,17,600724.SH
601700,11,柔性直流输电;特高压;智能电网;光伏概念;硅能源;一带一路;化债概念(AMC概念);回购增持再贷款概念;国企改革;沪股通;融资融券,17,601700.SH
000639,7,NMN概念;网红经济;体育产业;跨境电商;维生素;阿里巴巴概念;融资融券,33,000639.SZ
600280,1,物业管理,17,600280.SH
000566,15,海南自贸区;猴痘概念;仿制药一致性评价;肝炎概念;流感;民营医院;创新药;参股银行;创投;医疗器械概念;国企改革;央企国企改革;脑机接口;深股通;融资融券,33,000566.SZ
