所属概念,所属概念数量,code,股票代码,market_code
Web3.0;云计算;智谱AI;电子身份证;虚拟数字人;华为昇腾;数据确权;智慧政务;数据安全;华为鲲鹏;数字水印;华为盘古;网络安全;算力租赁;信创;鸿蒙概念;数据要素;百度概念;区块链;AI智能体;数字乡村;阿里巴巴概念;AI应用;蚂蚁集团概念;人脸识别;智慧城市;数字经济;DeepSeek概念;人工智能;智慧灯杆;东数西算(算力);车联网(车路协同);物联网;智能医疗;房屋检测;水利;华为概念;海峡两岸;军工;无人驾驶;乡村振兴;PPP概念;沪股通;融资融券,44,603636,603636.SH,17
东数西算(算力);数据中心(AIDC);充电桩;华为概念;储能;F5G概念;5G;铜缆高速连接;液冷服务器;光伏概念;机器人概念;新能源汽车;汽车电子;消费电子概念;融资融券;沪股通,16,605277,605277.SH,17
共同富裕示范区;智能家居;深股通;融资融券,4,002043,002043.SZ,33
医药电商;合成生物;CRO概念;人民币贬值受益;深股通,5,300702,300702.SZ,33
减速器;人形机器人;高端装备;机器人概念;海工装备;水利;固废处理;光伏建筑一体化;融资融券;沪股通,10,603915,603915.SH,17
医药电商;创新药;冷链物流;农业种植;统一大市场;养老概念;医疗器械概念;智能医疗;牙科医疗;区块链;人工智能;AI应用;华为概念;深股通;融资融券,15,002589,002589.SZ,33
抽水蓄能;超超临界发电;绿色电力;储能;核电;国企改革;融资融券;风电;深股通,9,000899,000899.SZ,33
家庭医生;阿里巴巴概念;数据要素;AIGC概念;人工智能;区块链;AI智能体;华为概念;AI应用;DeepSeek概念;牙科医疗;基因测序;智能医疗;中国AI 50;智能穿戴;养老概念;阿尔茨海默概念;深股通;融资融券,19,002044,002044.SZ,33
高端装备;核电;商业航天;可控核聚变;水利;一带一路;燃料电池;储能;氢能源;央企国企改革;国企改革;抽水蓄能;幽门螺杆菌概念;超超临界发电;天然气;煤化工概念;融资融券;深股通;中字头股票,19,000777,000777.SZ,33
新型工业化;人形机器人;长安汽车概念;机器人概念;机器视觉;数字孪生;工业互联网;高端装备;智能物流;特斯拉概念;比亚迪概念;新能源汽车;人民币贬值受益;光伏概念;深股通;融资融券,16,300278,300278.SZ,33
减速器;人形机器人;新型工业化;机器视觉;机器人概念;2026中报预增;沪股通,7,603901,603901.SH,17
钠离子电池;石墨电极;固态电池;PVDF概念;锂电池概念;宁德时代概念;储能;PET铜箔;氢能源;碳中和;沪股通;特斯拉概念;新能源汽车;消费电子概念;芯片概念;融资融券,16,603659,603659.SH,17
雄安新区;光伏建筑一体化;垃圾分类;智能家居;海峡两岸;粤港澳大湾区;充电桩;光伏概念;融资融券;深股通,10,002791,002791.SZ,33
消毒剂;2026中报预增,2,001218,001218.SZ,33
创新药;沪股通;融资融券,3,688505,688505.SH,17
预制菜;猴痘概念;食品安全;幽门螺杆菌概念;基因测序;CRO概念;医疗器械概念;人民币贬值受益;深股通,9,002086,002086.SZ,33
碳交易;生态农业;土壤修复;PPP概念;股权转让(并购重组);乡村振兴;污水处理;固废处理;国企改革;水利;虚拟电厂;共同富裕示范区;阿里巴巴概念;东数西算(算力);储能;固态电池;融资融券,17,300266,300266.SZ,33
文化传媒概念;虚拟数字人;手机游戏;IP经济(谷子经济);网络游戏;NFT概念;ChatGPT概念;多模态AI;元宇宙;跨境电商;腾讯概念;独角兽概念;人工智能;乡村振兴;三胎概念;虚拟现实;智能穿戴;深股通;融资融券;2026中报预增,20,002292,002292.SZ,33
预制菜;冷链物流;智能物流;沪股通,4,605188,605188.SH,17
网红经济;医美概念;创投;DeepSeek概念;2026中报预增;沪股通,6,603630,603630.SH,17
人工智能;DeepSeek概念;新型工业化;机器视觉;低空经济;机器人概念;人形机器人;人民币贬值受益;专精特新;高端装备;飞行汽车(eVTOL);商业航天;融资融券,13,688092,688092.SH,17
MCU芯片;芯片概念;5G;传感器;专精特新;卫星导航;光伏概念;物联网;智慧灯杆;中芯国际概念;电力物联网;智能电网;粤港澳大湾区;智能家居;阿里巴巴概念;智慧城市;人工智能;高铁;融资融券,19,688589,688589.SH,17
肝炎概念;流感;猴痘概念;仿制药一致性评价;维生素;医药电商;医疗器械概念,7,603811,603811.SH,17
生物质能发电;垃圾分类;DeepSeek概念;AI应用;绿色电力;污水处理;短剧游戏;PPP概念;海峡两岸;氢能源;固废处理;燃料电池;医美概念;2026中报预增;深股通;融资融券,16,300867,300867.SZ,33
中俄贸易概念;燃料电池;氢能源;碳中和;小金属概念;俄乌冲突概念;证金持股;深股通,8,002225,002225.SZ,33
柔性屏(折叠屏);虚拟现实;智慧灯杆;消费电子概念;MR(混合现实);足球概念;MicroLED概念;专精特新;MiniLED;粤港澳大湾区;语音技术;广东自贸区;华为概念;物联网;元宇宙;机器人概念;5G;人脸识别;苹果概念;智慧城市;体育产业;人工智能;在线教育;抖音概念(字节概念);腾讯概念;信创;AIGC概念;数字经济;智慧政务;区块链;虚拟数字人;华为鲲鹏;AI应用;ChatGPT概念;互联网金融;英伟达概念;旅游概念,37,002587,002587.SZ,33
鸿蒙概念;机器视觉;DeepSeek概念;人工智能;机器人概念;无人驾驶;工业互联网;物联网;专精特新;华为概念;卫星导航;商业航天;芯片概念;5G;融资融券,15,301195,301195.SZ,33
BC电池;钙钛矿电池;光伏概念;POE胶膜;新能源汽车;融资融券,6,688680,688680.SH,17
减速器;人形机器人;特斯拉概念;融资融券;机器人概念;专精特新;新能源汽车,7,920378,920378.BJ,151
一带一路;统一大市场;粤港澳大湾区;新疆振兴;航运概念;区块链,6,001202,001202.SZ,33
宠物经济;三胎概念;合成生物;重组蛋白;融资融券,5,301108,301108.SZ,33
地下管网;氢能源;新型城镇化;天然气;水利;核电;石墨烯;国企改革;液冷服务器,9,002443,002443.SZ,33
电子竞技;手机游戏;网络游戏;NFT概念;IP经济(谷子经济);AIGC概念;AI应用;元宇宙;区块链;人工智能;腾讯概念;数字经济;鸿蒙概念;虚拟现实;华为概念;AI眼镜;深股通;融资融券,18,002517,002517.SZ,33
预制菜;统一大市场;冷链物流;乡村振兴;跨境电商;智能物流;腾讯概念;抖音概念(字节概念);华为概念,9,601366,601366.SH,17
消毒剂;氢能源;西部大开发;国企改革;碳交易;央企国企改革;绿色电力,7,000635,000635.SZ,33
钙钛矿电池;TOPCON电池;HJT电池;高端装备;机器人概念;智能物流;ST板块;新能源汽车;特斯拉概念;光伏概念;人工智能;储能;无人机;锂电池概念;机器视觉;BC电池,16,000821,000821.SZ,33
新型工业化;机器视觉;机器人概念;智能物流;工业母机;工业互联网;AI应用;信创;华为鲲鹏;高端装备;DeepSeek概念;创投;智能医疗;华为概念;军工;智能电网;东数西算(算力);储能;数据中心(AIDC);光伏概念;5G;虚拟电厂;风电;芯片概念;先进封装;共封装光学(CPO);2026中报预增,27,002184,002184.SZ,33
中俄贸易概念;人民币贬值受益;核电;商业航天;光伏概念;融资融券,6,001379,001379.SZ,33
芯片概念;核电;绿色电力;医疗器械概念;鸿蒙概念;高端装备;食品安全;融资融券;宠物经济;储能;人工智能;专精特新,12,920476,920476.BJ,151
智能电网;充电桩;可控核聚变;虚拟电厂;核电;储能;华为概念;特高压;高端装备;工业互联网;大飞机;光伏概念;核污染防治;独角兽概念;氢能源;航空发动机;超导概念;风电;机器人概念;燃料电池;钒电池;特斯拉概念;锂电池概念;人形机器人;固废处理;超超临界发电;化债概念(AMC概念);固态电池;国企改革;工业母机;上海国企改革;减速器;沪股通;融资融券,34,601727,601727.SH,17
国资云;财税数字化;云计算;数据安全;数字乡村;智慧政务;国产操作系统;华为鲲鹏;网络安全;DRG/DIP;信创;AI智能体;数据要素;东数西算(算力);AIGC概念;阿里巴巴概念;智慧城市;电力物联网;AI应用;鸿蒙概念;数字货币;时空大数据;DeepSeek概念;数字经济;安防;跨境支付(CIPS);数字孪生;军工信息化;人工智能;互联网金融;华为概念;物联网;数据中心(AIDC);智能医疗;工业互联网;水利;雄安新区;国企改革;无人驾驶;雅下水电概念;央企国企改革;体育产业;新型工业化;汽车电子;芯片概念;深股通;融资融券,47,002368,002368.SZ,33
智能物流;互联网金融;工业互联网;京津冀一体化;医疗器械概念;数字孪生;高端装备;机器人概念;专精特新;天津自贸区;大飞机,11,002337,002337.SZ,33
稀土永磁;军工;特斯拉概念;新能源汽车;华为概念;西部大开发;深股通,7,300127,300127.SZ,33
粮食概念;土地流转;农业种植;乡村振兴;建筑节能;新疆振兴;西部大开发;统一大市场;冷链物流;国企改革;风电,11,600540,600540.SH,17
煤化工概念;天然气;高压氧舱;存储芯片;氢能源;国企改革;芯片概念;可控核聚变;深股通;超导概念;一带一路;储能;高端装备;商业航天;融资融券,15,002430,002430.SZ,33
污水处理;机器人概念;ST板块;国企改革;储能;高压快充;光刻机;芯片概念;先进封装;股权转让(并购重组),10,002816,002816.SZ,33
量子科技;华为昇腾;网络安全;MLOps概念;东数西算(算力);信创;5G;华为鲲鹏;数据中心(AIDC);智慧政务;车联网(车路协同);华为概念;AI智能体;军工信息化;AI应用;数据要素;ChatGPT概念;ETC;商业航天;数字乡村;无人驾驶;智慧城市;AIGC概念;人工智能;区块链;低空经济;DeepSeek概念;军工;数字孪生;比亚迪概念;机器人概念;数字经济;虚拟电厂;在线教育;储能;汽车热管理;新能源汽车;智能物流;智能医疗;水利;宁德时代概念;锂电池概念;养老概念;深股通;融资融券,45,300520,300520.SZ,33
工业大麻;体育产业;农机;储能;机器人概念,5,002224,002224.SZ,33
智谱AI;多模态AI;华为鲲鹏;ChatGPT概念;智慧政务;信创;AI智能体;数据要素;鸿蒙概念;百度概念;AI应用;区块链;人脸识别;电力物联网;数字经济;军工信息化;人工智能;DeepSeek概念;互联网金融;车联网(车路协同);职业教育;工业互联网;华为概念;智能电网;军工;换电概念;新型工业化;充电桩;核电;虚拟电厂;特高压;风电;碳交易;超超临界发电;深股通,35,300830,300830.SZ,33
环氧丙烷;POE胶膜;煤化工概念;钠离子电池;可降解塑料;光刻胶;固态电池;锂电池概念;HJT电池;光伏概念;芯片概念;PEEK材料;先进封装;2026中报预增;融资融券;深股通,16,003022,003022.SZ,33
中俄贸易概念;一带一路;数字经济;长三角一体化;一体化压铸;长安汽车概念;两轮车;机器人概念;华为汽车;新能源汽车;比亚迪概念;人形机器人;光伏概念;融资融券,14,002863,002863.SZ,33
人工智能;AI应用;AI智能体;新型工业化;DeepSeek概念;机器视觉;高端装备;专精特新;金属回收;锂电池概念;动力电池回收;融资融券,12,688420,688420.SH,17
跨境电商;NFT概念;IP经济(谷子经济);三胎概念;AIGC概念;智能音箱;宠物经济;人工智能;网络游戏;ChatGPT概念;人民币贬值受益;手机游戏;DeepSeek概念;百度概念;光伏建筑一体化;充电桩;光伏概念;绿色电力;HJT电池;TOPCON电池,20,002862,002862.SZ,33
军工信息化;卫星导航;商业航天;军工;无人机;毫米波雷达;6G概念;专精特新;西部大开发;芯片概念;先进封装;深股通;融资融券,13,301050,301050.SZ,33
仿制药一致性评价;创新药;肝炎概念;合成生物;深股通;重组蛋白,6,002550,002550.SZ,33
物联网;智慧城市;军工信息化;人工智能;安防;低空经济;数据要素;工业互联网;智慧政务;新型工业化;军工;元宇宙;AI应用;高铁;无人机;AI智能体;DeepSeek概念;机器视觉;数据安全;AIGC概念;百度概念;机器人概念;专精特新;华为概念;卫星导航;独角兽概念;ChatGPT概念;云计算;跨境电商;商业航天;一带一路;京津冀一体化;数据中心(AIDC);5G;新疆振兴;深股通,36,300213,300213.SZ,33
家用电器;医疗器械概念;长安汽车概念;机器人概念;海峡两岸;减速器;比亚迪概念;新能源汽车;特斯拉概念,9,300549,300549.SZ,33
新型工业化;专精特新;沪股通;融资融券,4,603325,603325.SH,17
流感;肝炎概念;阿尔茨海默概念;仿制药一致性评价;医药电商;创新药;维生素;毛发医疗;幽门螺杆菌概念;辅助生殖;合成生物;医美概念;宠物经济;国企改革;阿里巴巴概念;深股通;融资融券,17,000756,000756.SZ,33
可燃冰;页岩气;天然气;俄乌冲突概念;中俄贸易概念;AI应用;海工装备;人工智能;一带一路;两轮车;高端装备;商业航天;无人机;氢能源;碳纤维;机器人概念;专精特新,17,002278,002278.SZ,33
可控核聚变;抽水蓄能;雅下水电概念;核电;海工装备;水利;冷链物流;福建自贸区;商业航天;高端装备;一带一路;冰雪产业;数据中心(AIDC);海峡两岸;空气能热泵;体育产业;碳中和;氢能源;液冷服务器;燃料电池;东数西算(算力);华为概念;物联网;数字经济;工业互联网;阿里巴巴概念;天然气;腾讯概念;深股通;融资融券,30,002639,002639.SZ,33
ST板块;农业种植;白酒概念;新疆振兴;乡村振兴;化债概念(AMC概念);国企改革;西部大开发;2026中报预增,9,600084,600084.SH,22
有机硅概念;专精特新;海峡两岸;固废处理;硅能源;融资融券,6,301300,301300.SZ,33
西部大开发;长安汽车概念;军工;固废处理;页岩气;3D打印,6,001296,001296.SZ,33
基因测序;猴痘概念;肝炎概念;智能医疗;辅助生殖;阿尔茨海默概念;三胎概念;流感;合成生物;医疗器械概念;数据要素;区块链;创投;医药电商;粤港澳大湾区;一带一路;深股通;融资融券,18,300676,300676.SZ,33
粮食概念;玉米;转基因;大豆;农业种植;乡村振兴;俄乌冲突概念;国企改革;央企国企改革;一带一路;ST板块,11,300087,300087.SZ,33
仿制药一致性评价;流感;创新药;养老概念;医疗器械概念;国企改革;京津冀一体化;血氧仪;深股通;融资融券,10,300026,300026.SZ,33
智能医疗;医疗器械概念;机器人概念;专精特新;沪股通;融资融券,6,688085,688085.SH,17
牙科医疗;跨境电商;人民币贬值受益;NFT概念;华为概念;参股银行;特高压;智能穿戴;消费电子概念;柔性直流输电;股权转让(并购重组),11,001216,001216.SZ,33
物业管理;京津冀一体化;养老概念;数字经济;国企改革;小米概念;沪股通;融资融券,8,601588,601588.SH,17
