所属概念,所属概念数量,股票代码,market_code,code
啤酒概念;高股息精选;西部大开发;融资融券;粤港澳大湾区;沪股通,6,600132.SH,17,600132
小金属概念;大飞机;航空发动机;飞行汽车(eVTOL);军工;商业航天;核电;高端装备;专精特新;国企改革;沪股通;融资融券,12,688750.SH,17,688750
氟化工概念;钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;有机硅概念;PEEK材料;储能;特斯拉概念;比亚迪概念;深股通;2026中报预增;融资融券,15,002709.SZ,33,002709
2026中报预增;储能;柔性直流输电;智能电网;新能源汽车;光伏概念;工业互联网;专精特新;融资融券,9,920118.BJ,151,920118
光热发电;核电;特高压;工业互联网;海工装备;光伏概念,6,603577.SH,17,603577
华为汽车;人形机器人;智能座舱;无人驾驶;MicroLED概念;机器人概念;汽车电子;毫米波雷达;沪股通;融资融券,10,601799.SH,17,601799
创投,1,002687.SZ,33,002687
代糖概念;维生素;染料,3,603968.SH,17,603968
生态农业;乡村振兴;净水概念;合成生物;土壤修复;污水处理;固废处理;国企改革;地下管网;生物质能发电;绿色电力;芯片概念;沪股通,13,600796.SH,17,600796
苹果概念;华为概念;华为昇腾;阿里巴巴概念;云计算;腾讯概念;信创;数据安全;元宇宙;时空大数据;云办公;AI智能体;数字孪生;智慧政务;人工智能;AIGC概念;鸿蒙概念;智慧城市;数据要素;数据确权;烟草;DeepSeek概念;蚂蚁集团概念;数字经济;数字乡村;财税数字化;互联网金融;一带一路;跨境电商;跨境支付(CIPS);融资融券,31,301169.SZ,33,301169
钠离子电池;动力电池回收;两轮车;固态电池;锂电池概念;飞行汽车(eVTOL);储能;人形机器人;高压快充;机器人概念;低空经济;人民币贬值受益;新能源汽车;无人机;数据中心(AIDC);国企改革;沪股通;融资融券,18,688567.SH,17,688567
页岩气;天然气;海工装备;高端装备;人民币贬值受益;专精特新;沪股通;融资融券,8,688377.SH,17,688377
汽车芯片;MCU芯片;芯片概念;AI手机;AI眼镜;无线充电;消费电子概念;智能穿戴;汽车电子;液冷服务器;传感器;智能座舱;小米概念;储能;机器人概念;锂电池概念;阿里巴巴概念;人民币贬值受益;沪股通;融资融券,20,688484.SH,17,688484
无人机;特高压;智能电网;军工;专精特新;融资融券;中俄贸易概念,7,920037.BJ,151,920037
融资融券;车联网(车路协同);芯片概念;股权转让(并购重组);毫米波雷达;星闪概念;无人驾驶;太赫兹;商业航天;卫星导航;华为概念;军工信息化;低空经济;军工;专精特新;6G概念;5G,17,920961.BJ,151,920961
AI应用;融资融券;多模态AI;文化传媒概念;IP经济(谷子经济);人工智能;AIGC概念,7,920075.BJ,151,920075
数据安全;智慧政务;ChatGPT概念;网络安全;AI应用;百度概念;抖音概念(字节概念);小红书概念;腾讯概念;阿里巴巴概念;移动支付;数字经济;互联网金融;人工智能;文化传媒概念;华为概念;5G;融资融券,18,301380.SZ,33,301380
国企改革;雄安新区;海工装备;数字孪生;风电;核电;高端装备;超超临界发电;军工;机器人概念;无人驾驶;商业航天;深股通;融资融券,14,002204.SZ,33,002204
跨境电商;新疆振兴;西部大开发;免税店;一带一路,5,600778.SH,17,600778
页岩气;俄乌冲突概念;天然气;新疆振兴;碳中和;西部大开发;一带一路;人民币贬值受益;深股通,9,300164.SZ,33,300164
烟草;ERP概念;信创;网络安全;中俄贸易概念;人工智能;数字经济;工业互联网;物联网;区块链;智能物流;高端装备;机器人概念;新型工业化;专精特新;机器视觉;一带一路;锂电池概念;京津冀一体化;C2M概念;医疗器械概念;光伏概念;数据中心(AIDC);工业母机;绿色电力,25,300195.SZ,33,300195
军民融合;军工;无人机;商业航天;人工智能;国企改革;沪股通;融资融券,8,688543.SH,17,688543
存储芯片;芯片概念;无人机;军工;军工信息化;西部大开发;深股通;融资融券,8,301592.SZ,33,301592
PPP概念;水利;污水处理;绿色电力;参股银行;国企改革;智慧城市;沪股通;融资融券;地下管网,10,601199.SH,17,601199
硅能源;TOPCON电池;光伏概念;第三代半导体;储能;专精特新;高端装备;工业母机;融资融券;沪股通,10,603185.SH,17,603185
军工信息化;军民融合;军工;商业航天;安防;核电;人工智能;专精特新;智能电网;机器人概念;新型工业化;充电桩;长安汽车概念;无人驾驶;智能家居;创投;新能源汽车;比亚迪概念;储能;光伏概念;锂电池概念;宁德时代概念;深股通;融资融券,24,002519.SZ,33,002519
网红经济;旅游概念;文化传媒概念;ST板块;数据要素;小红书概念;抖音概念(字节概念);上海自贸区;华为概念,9,603729.SH,22,603729
一带一路;可降解塑料;专精特新;深股通;融资融券,5,301501.SZ,33,301501
冰雪产业;露营经济;旅游概念;IP经济(谷子经济);体育产业;参股银行;国企改革;元宇宙;沪股通;股权转让(并购重组),10,600593.SH,17,600593
星闪概念;电力物联网;智能电网;智能家居;新型烟草(电子烟);家用电器;5G;消费电子概念;智能座舱;汽车电子;新能源汽车;比亚迪概念;两轮车;PCB概念;股权转让(并购重组);融资融券,16,301106.SZ,33,301106
柔性直流输电;水利;数字经济;特高压;新能源汽车;新股与次新股;融资融券,7,920018.BJ,151,920018
参股券商;航运概念;统一大市场;高股息精选;养老概念;参股银行;国企改革;期货概念;中俄贸易概念;医疗器械概念;福建自贸区;一带一路;智能医疗;DeepSeek概念;海峡两岸;风电;动力电池回收;锂电池概念;小金属概念;华为数字能源;沪股通;融资融券,22,600755.SH,17,600755
高铁;一带一路;无人驾驶;储能;电子纸;融资融券,6,300923.SZ,33,300923
智能电网;柔性直流输电;核电;风电;充电桩;水利;特高压;雅下水电概念;超导概念;储能;一带一路;数据中心(AIDC);长安汽车概念;华为概念;高压快充;可控核聚变;机器人概念;高铁;比亚迪概念;新能源汽车;光伏概念;特斯拉概念;冷链物流;高股息精选;深股通;融资融券,26,002533.SZ,33,002533
医疗器械概念;人民币贬值受益;高股息精选,3,603309.SH,17,603309
医疗器械概念;专精特新;2026中报预增;沪股通;融资融券,5,688108.SH,17,688108
智能家居;专精特新;智能穿戴;卫星导航;物联网;无人驾驶;消费电子概念;车联网(车路协同);汽车电子;人工智能;换电概念;蚂蚁集团概念;DeepSeek概念;移动支付;腾讯概念;智能物流;共享单车;百度概念;网约车;两轮车;深股通;融资融券,22,301608.SZ,33,301608
绿色电力;虚拟电厂;储能;化债概念(AMC概念);氢能源;国企改革;粤港澳大湾区;燃料电池;锂电池概念;2026一季报预增;无人驾驶;融资融券;深股通,13,000531.SZ,33,000531
融资融券;专精特新,2,920455.BJ,151,920455
医药电商;仿制药一致性评价;创新药;眼科医疗;民营医院;基因测序;数字经济;沪股通;融资融券,9,600993.SH,17,600993
手机游戏;网络游戏;电子竞技;AIGC概念;AI应用;云游戏;IP经济(谷子经济);腾讯概念;抖音概念(字节概念);人工智能;虚拟现实;DeepSeek概念;人民币贬值受益;华为概念;深股通;2026中报预增;融资融券,17,002174.SZ,33,002174
MCU芯片;国家大基金持股;芯片概念;先进封装;军工信息化;无人机;东数西算(算力);专精特新;军工;低空经济;军民融合;华为欧拉;信创;鸿蒙概念;人工智能;DeepSeek概念;深股通;商业航天;融资融券,19,300474.SZ,33,300474
医药电商;医美概念;三胎概念;养老概念;跨境电商;医疗器械概念;深股通;融资融券,8,300888.SZ,33,300888
新型工业化;人形机器人;无人零售;长安汽车概念;华为汽车;机器人概念;智能物流;车联网(车路协同);工业互联网;无人驾驶;垃圾分类;特斯拉概念;新能源汽车;脑机接口;腾讯概念;比亚迪概念;汽车拆解概念;固废处理;风电;储能;光伏概念;金属回收;锂电池概念;动力电池回收;富士康概念;金属镍;金属钴;小金属概念;深股通;融资融券,30,002009.SZ,33,002009
医药电商;民营医院;冷链物流;证金持股;医疗器械概念;国企改革;央企国企改革;股权转让(并购重组),8,002462.SZ,33,002462
共同富裕示范区;专精特新;光伏概念,3,603578.SH,17,603578
电子竞技;手机游戏;网络游戏;NFT概念;IP经济(谷子经济);AIGC概念;AI应用;元宇宙;区块链;人工智能;腾讯概念;数字经济;鸿蒙概念;虚拟现实;华为概念;AI眼镜;深股通;融资融券,18,002517.SZ,33,002517
国产航母;航空发动机;大飞机;无人机;军工;低空经济;高端装备;数据中心(AIDC);央企国企改革;西部大开发;国企改革;同花顺漂亮100;沪股通;融资融券;2026中报预增,15,600893.SH,17,600893
人形机器人;无人驾驶;机器人概念;家用电器;新能源汽车;共同富裕示范区;人民币贬值受益;沪股通,8,605555.SH,17,605555
物业管理;跨境电商;旅游概念;共同富裕示范区;航运概念;绿色电力;煤炭概念,7,600051.SH,17,600051
人民币贬值受益,1,300126.SZ,33,300126
两轮车;粤港澳大湾区;锂电池概念;黄金概念;智能穿戴,5,000017.SZ,33,000017
碳纤维;专精特新;新能源汽车;长安汽车概念;储能;燃料电池;固态电池;氢能源;钠离子电池;西部大开发;绿色电力;融资融券,12,688737.SH,17,688737
金属回收;西部大开发;碳中和;专精特新;一体化压铸;比亚迪概念;新能源汽车;长安汽车概念;深股通,9,002996.SZ,33,002996
WiFi 6;算力租赁;中国AI 50;东数西算(算力);6G概念;英伟达概念;液冷服务器;数据中心(AIDC);共封装光学(CPO);云计算;国资云;5G;网络安全;国产操作系统;数据安全;阿里巴巴概念;芯片概念;抖音概念(字节概念);智慧政务;物联网;车联网(车路协同);数字乡村;智慧城市;数字孪生;储能;AI智能体;数据要素;DeepSeek概念;AIGC概念;人工智能;AI应用;机器人概念;深股通;融资融券;小红书概念;2026中报预增;智能医疗,37,000938.SZ,33,000938
物联网;无人机;智能家居;人工智能;语音技术;鸿蒙概念;小米概念;机器人概念;新型工业化;医疗器械概念;跨境电商;养老概念;汽车电子;PCB概念;融资融券,15,301320.SZ,33,301320
创投;独角兽概念;国企改革;人工智能;AIGC概念;氢能源;燃料电池;高端装备;特钢概念;语音技术;ChatGPT概念,11,002722.SZ,33,002722
高股息精选;同花顺中特估100;航运概念;统一大市场;冷链物流;自由贸易港;国企改革;跨境电商;中俄贸易概念;央企国企改革;一带一路;智能物流;区块链;机器人概念;无人驾驶;中字头股票;融资融券;沪股通,18,601598.SH,17,601598
融资融券;中俄贸易概念;专精特新,3,920245.BJ,151,920245
特斯拉概念;机器人概念;比亚迪概念;新能源汽车;沪股通;融资融券,6,603179.SH,17,603179
国资云;知识产权保护;中字头股票;在线教育;文化传媒概念;数据要素;DeepSeek概念;数字经济;国企改革;智能医疗;芯片概念;同花顺中特估100;沪股通;融资融券,14,601858.SH,17,601858
高端装备;融资融券;烟草;工业母机,4,920553.BJ,151,920553
存储芯片;先进封装;商业航天;锂电池概念;融资融券;芯片概念;光伏概念;专精特新,8,920971.BJ,151,920971
污水处理;机器人概念;ST板块;国企改革;储能;高压快充;光刻机;芯片概念;先进封装;股权转让(并购重组),10,002816.SZ,33,002816
体育产业;新型城镇化;装配式建筑;一带一路;养老概念;参股银行;创投;PPP概念;国企改革;证金持股;超级电容;OLED;沪股通;融资融券,14,600510.SH,17,600510
专精特新;新能源汽车;家用电器;福建自贸区;冷链物流;融资融券,6,688398.SH,17,688398
钠离子电池;动力电池回收;固态电池;两轮车;锂电池概念;储能;换电概念;磷化工;高压快充;智能电网;充电桩;碳中和;风电;数据中心(AIDC);飞行汽车(eVTOL);海工装备;长安汽车概念;华为概念;低空经济;人工智能;新能源汽车;乡村振兴;深股通;融资融券;2026中报预增,25,002074.SZ,33,002074
金属铜;小金属概念;钒电池;国企改革;深股通;融资融券,6,000655.SZ,33,000655
人形机器人;锂电池概念;融资融券;消费电子概念;新型烟草(电子烟);固态电池;储能;人民币贬值受益;两轮车,10,920627.BJ,151,920627
绿色电力;虚拟电厂;光伏建筑一体化;充电桩;储能;光伏概念;共同富裕示范区;长三角一体化;沪股通;融资融券,10,603105.SH,17,603105
快手概念;小红书概念;AI视频;智谱AI;短剧游戏;Web3.0;虚拟数字人;AIGC概念;ChatGPT概念;多模态AI;抖音概念(字节概念);NFT概念;文化传媒概念;AI应用;百度概念;元宇宙;数据要素;AI智能体;阿里巴巴概念;腾讯概念;蚂蚁集团概念;DeepSeek概念;人工智能;IP经济(谷子经济);网红经济;跨境电商;华为概念;粤港澳大湾区;MR(混合现实);股权转让(并购重组);融资融券;深股通,32,300781.SZ,33,300781
超级品牌;高股息精选;医药电商;证金持股;创新药;同花顺漂亮100;医美概念;工业大麻;参股券商;西部大开发;深股通;融资融券;华为概念,13,000538.SZ,33,000538
跨境电商,1,002763.SZ,33,002763
环氧丙烷;氟化工概念;煤化工概念;消毒剂;氢能源;锂电池概念;参股银行;参股保险;燃料电池;绿色电力;芯片概念;沪股通;融资融券;商业航天;碳交易;2026中报预增,16,601678.SH,17,601678
短剧游戏;文化传媒概念;IP经济(谷子经济);虚拟现实;AI应用;共同富裕示范区;沪股通;融资融券,8,603103.SH,17,603103
有机硅概念;专精特新;海峡两岸;固废处理;硅能源;融资融券,6,301300.SZ,33,301300
家用电器;汽车热管理;冷链物流;智能家居;国企改革;高股息精选;新能源汽车;锂电池概念;融资融券;深股通,10,000404.SZ,33,000404
期货概念;化债概念(AMC概念);参股券商;乡村振兴;国企改革;绿色电力;独角兽概念;创投;风电;粤港澳大湾区;2026一季报预增;深股通;2026中报预增;融资融券,14,000987.SZ,33,000987
国企改革;国资云;虚拟电厂;粤港澳大湾区;东数西算(算力);数据中心(AIDC);深股通;2026中报预增;风电,9,000096.SZ,33,000096
石墨烯;盐湖提锂;代糖概念;锂电池概念;净水概念;核污染防治;污水处理;西部大开发;海峡两岸;福建自贸区;沪股通;融资融券,12,688101.SH,17,688101
