股票代码,所属概念数量,market_code,所属概念,code
920496.BJ,15,151,虚拟电厂;融资融券;电力物联网;机器人概念;数据中心;智能电网;数字孪生;华为鲲鹏;华为概念;光伏概念;充电桩;储能;人工智能;专精特新;一带一路,920496
000544.SZ,10,33,固废处理;污水处理;PPP概念;绿色电力;国企改革;垃圾分类;水利;机器人概念;深股通;融资融券,000544
920475.BJ,6,151,机器人概念;融资融券;智能物流;无人驾驶;专精特新;AIGC概念,920475
002615.SZ,16,33,露营经济;共同富裕示范区;一带一路;三胎概念;跨境电商;体育产业;回购增持再贷款概念;智能家居;人民币贬值受益;IP经济(谷子经济);网红经济;华为概念;数字经济;星闪概念;NFT概念;鸿蒙概念,002615
300805.SZ,10,33,拼多多概念;AIGC概念;阿里巴巴概念;AI智能体;网约车;跨境电商;华为概念;2025年报预增;新能源汽车;AI应用,300805
601065.SH,8,17,国企改革;储能;锂电池概念;海峡两岸;工业互联网;盐湖提锂;沪股通;融资融券,601065
601375.SH,5,17,期货概念;国企改革;沪股通;2025年报预增;融资融券,601375
603708.SH,8,17,预制菜;冷链物流;乡村振兴;智能物流;证金持股;2025年报预增;融资融券;沪股通,603708
688317.SH,11,17,禽流感;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;创新药;医疗器械概念;食品安全;回购增持再贷款概念;专精特新;融资融券,688317
600693.SH,12,17,免税店;福建自贸区;海峡两岸;冷链物流;物业管理;旅游概念;统一大市场;跨境电商;IP经济(谷子经济);数字经济;阿里巴巴概念;沪股通,600693
300084.SZ,12,33,页岩气;天然气;可燃冰;俄乌冲突概念;西部大开发;海工装备;氢能源;人工智能;军工;核电;高端装备;股权转让(并购重组),300084
300673.SZ,2,33,宠物经济;人民币贬值受益,300673
920699.BJ,5,151,融资融券;比亚迪概念;华为概念;家用电器;东数西算(算力),920699
603657.SH,4,17,小米概念;家用电器;机器人概念;专精特新,603657
002475.SZ,34,33,同花顺果指数;共封装光学(CPO);华为手机;苹果概念;无线耳机;AI眼镜;智能座舱;铜缆高速连接;汽车电子;液冷服务器;消费电子概念;智能音箱;人形机器人;芯片概念;智能穿戴;毫米波雷达;同花顺出海50;新能源汽车;5G;MR(混合现实);充电桩;机器视觉;无人驾驶;机器人概念;人民币贬值受益;数据中心;深股通;融资融券;虚拟现实;海峡两岸;粤港澳大湾区;华为概念;同花顺漂亮100;证金持股,002475
603615.SH,4,17,可降解塑料;三胎概念;福建自贸区;沪股通,603615
603681.SH,12,17,储能;固态电池;专精特新;医疗器械概念;人民币贬值受益;长三角一体化;可降解塑料;跨境电商;人工智能;一带一路;AI智能体;融资融券,603681
603610.SH,10,17,脑机接口;智能家居;传感器;人民币贬值受益;人工智能;养老概念;三胎概念;鸿蒙概念;AI智能体;沪股通,603610
600858.SH,5,17,国企改革;充电桩;养老概念;家用电器;抖音概念(字节概念),600858
300948.SZ,12,33,人工智能;水利;土壤修复;碳中和;建筑节能;新型城镇化;碳交易;一带一路;污水处理;PPP概念;股权转让(并购重组);融资融券,300948
920533.BJ,8,151,融资融券;特斯拉概念;机器人概念;无人驾驶;宁德时代概念;新能源汽车;人民币贬值受益;人形机器人,920533
001222.SZ,6,33,宠物经济;跨境电商;共同富裕示范区;IP经济(谷子经济);一带一路;人民币贬值受益,001222
000088.SZ,11,33,航运概念;统一大市场;国企改革;冷链物流;雄安新区;深圳国企改革;中俄贸易概念;粤港澳大湾区;华为概念;深股通;融资融券,000088
601339.SH,4,17,参股银行;人民币贬值受益;沪股通;融资融券,601339
600369.SH,6,17,期货概念;国企改革;西部大开发;融资融券;股权转让(并购重组);沪股通,600369
600351.SH,11,17,维生素;医药电商;仿制药一致性评价;流感;幽门螺杆菌概念;农业种植;创新药;三胎概念;重组蛋白;沪股通;融资融券,600351
000798.SZ,6,33,预制菜;人工智能;央企国企改革;参股保险;国企改革;中字头股票,000798
603970.SH,7,17,供销社;农业种植;草甘膦;乡村振兴;农机;京津冀一体化;无人机,603970
002332.SZ,8,33,毛发医疗;仿制药一致性评价;医药电商;创新药;辅助生殖;国企改革;深股通;融资融券,002332
600795.SH,9,17,超超临界发电;抽水蓄能;证金持股;绿色电力;国企改革;央企国企改革;风电;沪股通;融资融券,600795
603815.SH,7,17,地下管网;新型城镇化;PPP概念;水利;乡村振兴;一带一路;沪股通,603815
600979.SH,22,17,地下管网;污水处理;碳交易;绿色电力;碳中和;参股银行;创投;光伏建筑一体化;国企改革;乡村振兴;充电桩;新疆振兴;西部大开发;智慧城市;天然气;风电;储能;光伏概念;新能源汽车;液冷服务器;沪股通;融资融券,600979
600386.SH,10,17,物业管理;国企改革;京津冀一体化;汽车拆解概念;独角兽概念;充电桩;文化传媒概念;动力电池回收;新能源汽车;融资融券,600386
601995.SH,7,17,期货概念;国企改革;同花顺中特估100;2025年报预增;中字头股票;融资融券;沪股通,601995
300040.SZ,17,33,智能电网;抽水蓄能;虚拟电厂;光伏建筑一体化;高压快充;充电桩;风电;绿色电力;光伏概念;生物质能发电;储能;垃圾分类;碳中和;高铁;黑龙江自贸区;数据中心;华为概念,300040
000037.SZ,5,33,固废处理;储能;核电;粤港澳大湾区;2025年报预增,000037
600505.SH,10,17,绿色电力;风电;充电桩;国企改革;西部大开发;央企国企改革;光伏概念;2025三季报预增;沪股通;融资融券,600505
301115.SZ,16,33,新型城镇化;土壤修复;食品安全;碳中和;一带一路;家用电器;水利;房屋检测;高铁;光伏概念;数字孪生;智慧城市;传感器;芯片概念;特斯拉概念;融资融券,301115
300371.SZ,12,33,雄安新区;专精特新;水利;传感器;物联网;绿色电力;华为概念;智慧城市;人工智能;核电;DeepSeek概念;AI智能体,300371
000404.SZ,10,33,冷链物流;国企改革;家用电器;回购增持再贷款概念;智能家居;新能源汽车;汽车热管理;锂电池概念;融资融券;深股通,000404
000564.SZ,17,33,自由贸易港;物业管理;统一大市场;冷链物流;农村电商;乡村振兴;跨境电商;供销社;IP经济(谷子经济);无人零售;网红经济;新疆振兴;西部大开发;百度概念;军民融合;深股通;融资融券,000564
002064.SZ,3,33,可降解塑料;深股通;融资融券,002064
601083.SH,13,17,统一大市场;航运概念;中韩自贸区;上海国企改革;国企改革;自由贸易港;跨境电商;一带一路;海峡两岸;上海自贸区;2025三季报预增;沪股通;融资融券,601083
688692.SH,7,17,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券,688692
000002.SZ,16,33,租售同权;超级品牌;物业管理;证金持股;装配式建筑;同花顺漂亮100;养老概念;冰雪产业;体育产业;冷链物流;空间计算;智能物流;粤港澳大湾区;深股通;融资融券;机器人概念,000002
601996.SH,7,17,土地流转;农业种植;乡村振兴;碳中和;创投;西部大开发;融资融券,601996
002370.SZ,8,33,幽门螺杆菌概念;猴痘概念;肝炎概念;仿制药一致性评价;创新药;股权转让(并购重组);2025年报预增;融资融券,002370
600097.SH,5,17,航运概念;上海自贸区;国企改革;上海国企改革;人民币贬值受益,600097
300867.SZ,16,33,海峡两岸;生物质能发电;垃圾分类;医疗废物处理;PPP概念;污水处理;医美概念;固废处理;燃料电池;绿色电力;氢能源;短剧游戏;DeepSeek概念;AI应用;深股通;融资融券,300867
000430.SZ,3,33,旅游概念;ST板块;国企改革,000430
001325.SZ,5,33,注册制次新股;农机;参股银行;新股与次新股;融资融券,001325
300868.SZ,8,33,智能穿戴;消费电子概念;华为概念;AI眼镜;跨境电商;东数西算(算力);股权转让(并购重组);融资融券,300868
002820.SZ,5,33,预制菜;天津自贸区;京津冀一体化;超级品牌;国企改革,002820
603901.SH,6,17,新型工业化;机器人概念;人形机器人;机器视觉;2025年报预增;沪股通,603901
600830.SH,7,17,烟草;化债概念(AMC概念);共同富裕示范区;国企改革;互联网金融;融资融券;股权转让(并购重组),600830
002872.SZ,4,33,ST板块;西部大开发;仿制药一致性评价;流感,002872
600615.SH,10,17,智能家居;西部大开发;农机;机器人概念;光伏概念;长安汽车概念;比亚迪概念;新能源汽车;华为汽车;股权转让(并购重组),600615
600966.SH,2,17,沪股通;融资融券,600966
600684.SH,13,17,冰雪产业;体育产业;物业管理;家庭医生;养老概念;三胎概念;智慧城市;土壤修复;国企改革;粤港澳大湾区;融资融券;AI应用;2025年报预增,600684
920726.BJ,3,151,超级品牌;融资融券;乡村振兴,920726
301551.SZ,11,33,短剧游戏;文化传媒概念;抖音概念(字节概念);在线教育;百度概念;人工智能;华为概念;智能音箱;国企改革;深股通;融资融券,301551
600987.SH,7,17,黄金概念;染料;污水处理;回购增持再贷款概念;共同富裕示范区;沪股通;融资融券,600987
000599.SZ,18,33,中韩自贸区;军民融合;大飞机;军工;一带一路;国企改革;石墨烯;股权转让(并购重组);物联网;新能源汽车;机器人概念;长安汽车概念;比亚迪概念;工业互联网;新型工业化;超级品牌;华为概念;人民币贬值受益,000599
920050.BJ,3,151,新股与次新股;融资融券;人民币贬值受益,920050
603501.SH,21,17,MCU芯片;汽车芯片;中芯国际概念;芯片概念;无线耳机;汽车电子;AI眼镜;传感器;小米概念;OLED;英伟达概念;消费电子概念;无人驾驶;机器视觉;华为手机;华为概念;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,603501
600182.SH,2,17,黑龙江自贸区;工业互联网,600182
603969.SH,17,17,核电;高铁;高端装备;水利;风电;京津冀一体化;光伏概念;创投;储能;一带一路;2025三季报预增;雄安新区;新疆振兴;地下管网;水泥概念;沪股通;融资融券,603969
002997.SZ,11,33,一体化压铸;华为汽车;小米汽车;新能源汽车;新型工业化;比亚迪概念;机器人概念;专精特新;人工智能;深股通;融资融券,002997
600018.SH,17,17,同花顺中特估100;证金持股;航运概念;免税店;上海国企改革;参股银行;自由贸易港;国企改革;足球概念;体育产业;上海自贸区;长三角一体化;创投;一带一路;沪股通;融资融券;F5G概念,600018
603991.SH,8,17,先进封装;存储芯片;芯片概念;5G;机器视觉;华为概念;核电;股权转让(并购重组),603991
000910.SZ,2,33,锂电池概念;融资融券,000910
002441.SZ,13,33,智能电网;充电桩;风电;核电;新能源汽车;机器人概念;物联网;职业教育;数据中心;宁德时代概念;数字经济;深股通;融资融券,002441
603565.SH,8,17,高股息精选;航运概念;冷链物流;统一大市场;智能物流;数据要素;融资融券;沪股通,603565
688178.SH,4,17,污水处理;固废处理;盐湖提锂;融资融券,688178
600726.SH,8,17,煤炭概念;超超临界发电;绿色电力;国企改革;黑龙江自贸区;风电;央企国企改革;沪股通,600726
920014.BJ,6,151,融资融券;氢能源;天然气;大飞机;专精特新;回购增持再贷款概念,920014
001258.SZ,10,33,光热发电;绿色电力;风电;充电桩;储能;国企改革;新疆振兴;西部大开发;2025年报预增;深股通,001258
600030.SH,6,17,期货概念;证金持股;沪股通;融资融券;同花顺漂亮100;同花顺中特估100,600030
601136.SH,5,17,期货概念;京津冀一体化;国企改革;沪股通;融资融券,601136
600566.SH,17,17,医药电商;仿制药一致性评价;维生素;流感;肝炎概念;农业种植;创新药;幽门螺杆菌概念;参股银行;三胎概念;重组蛋白;旅游概念;创投;家庭医生;数字经济;沪股通;融资融券,600566
001313.SZ,6,33,预制菜;乡村振兴;一带一路;粤港澳大湾区;数据要素;深股通,001313
603180.SH,14,17,海峡两岸;福建自贸区;创投;家用电器;智能家居;回购增持再贷款概念;一带一路;人工智能;虚拟数字人;AIGC概念;工业互联网;AI智能体;多模态AI;智能音箱,603180
600168.SH,10,17,PPP概念;污水处理;地下管网;新型城镇化;固废处理;绿色电力;国企改革;智慧城市;人工智能;融资融券,600168
000069.SZ,15,33,特色小镇;物业管理;旅游概念;参股券商;冰雪产业;新型城镇化;国企改革;IP经济(谷子经济);体育产业;央企国企改革;NFT概念;粤港澳大湾区;DeepSeek概念;深股通;融资融券,000069
300472.SZ,14,33,体育产业;ST板块;冰雪产业;硅能源;算力租赁;区块链;智慧城市;东数西算(算力);工业互联网;5G;数据中心;机器人概念;AI眼镜;光伏概念,300472
600624.SH,8,22,ST板块;肝炎概念;仿制药一致性评价;创投;国企改革;物业管理;数字经济;量子科技,600624
002330.SZ,8,33,预制菜;猪肉;宠物经济;冷链物流;网红经济;乡村振兴;绿色电力;回购增持再贷款概念,002330
603352.SH,9,17,西部大开发;长安汽车概念;注册制次新股;专精特新;宁德时代概念;比亚迪概念;新能源汽车;新股与次新股;融资融券,603352
688590.SH,27,17,AI语料;智谱AI;ChatGPT概念;AIGC概念;Web3.0;华为鲲鹏;华为昇腾;AI智能体;互联网保险;云计算;数据确权;信创;百度概念;区块链;数字货币;跨境支付(CIPS);DeepSeek概念;互联网金融;人工智能;算力租赁;华为概念;AI应用;5G;智能座舱;新能源汽车;沪股通;融资融券,688590
002673.SZ,5,33,期货概念;国企改革;西部大开发;深股通;融资融券,002673
600479.SH,12,17,医药电商;流感;仿制药一致性评价;肝炎概念;农业种植;创新药;三胎概念;国企改革;数字经济;DeepSeek概念;人工智能;工业互联网,600479
600195.SH,14,17,动物疫苗;禽流感;流感;维生素;宠物经济;参股保险;国企改革;乡村振兴;央企国企改革;2025年报预增;赛马概念;沪股通;中字头股票;融资融券,600195
002479.SZ,10,33,生物质能发电;固废处理;污水处理;绿色电力;PPP概念;国企改革;垃圾分类;金属回收;黄金概念;金属铜,002479
000755.SZ,6,33,绿色电力;乡村振兴;一带一路;国企改革;深股通;融资融券,000755
600467.SH,6,17,预制菜;中韩自贸区;白酒概念;乡村振兴;流感;融资融券,600467
300141.SZ,10,33,商业航天;智能电网;换电概念;光伏概念;充电桩;氢能源;储能;高压快充;燃料电池;机器人概念,300141
