股票代码,market_code,code,所属概念数量,所属概念
300129.SZ,33,300129,11,商业航天;海工装备;高端装备;光伏概念;专精特新;风电;绿色电力;国企改革;新疆振兴;深股通;融资融券
603393.SH,17,603393,8,页岩气;俄乌冲突概念;天然气;煤炭概念;新疆振兴;西部大开发;融资融券;沪股通
688585.SH,17,688585,10,人形机器人;机器人概念;燃料电池;一带一路;风电;氢能源;可降解塑料;沪股通;股权转让(并购重组);融资融券
600095.SH,17,600095,9,互联网金融;参股券商;创投;参股银行;黑龙江自贸区;2025年报预增;股权转让(并购重组);融资融券;沪股通
603939.SH,17,603939,4,医药电商;家庭医生;沪股通;融资融券
000420.SZ,33,000420,11,碳纤维;风电;大飞机;国企改革;飞行汽车(eVTOL);体育产业;低空经济;冰雪产业;无人机;融资融券;深股通
688281.SH,17,688281,6,航空发动机;军工;碳纤维;西部大开发;沪股通;融资融券
603334.SH,17,603334,6,注册制次新股;生物质能发电;化肥;专精特新;融资融券;新股与次新股
603303.SH,17,603303,7,智慧灯杆;汽车电子;新能源汽车;人民币贬值受益;智慧城市;股权转让(并购重组);沪股通
600724.SH,17,600724,5,水泥概念;共同富裕示范区;国企改革;物业管理;沪股通
920030.BJ,151,920030,11,金属铜;金属回收;融资融券;特斯拉概念;新能源汽车;动力电池回收;充电桩;ERP概念;文化传媒概念;华为汽车;汽车拆解概念
920039.BJ,151,920039,9,军工;碳交易;碳中和;区块链;人工智能;数据要素;国企改革;新型城镇化;融资融券
300337.SZ,33,300337,24,商业航天;航空发动机;大飞机;国产航母;军工;3D打印;高铁;海工装备;核污染防治;汽车热管理;华为手机;特斯拉概念;比亚迪概念;专精特新;华为概念;富士康概念;小米概念;消费电子概念;新能源汽车;宁德时代概念;牙科医疗;医疗器械概念;深股通;融资融券
002438.SZ,33,002438,16,可控核聚变;海工装备;液冷服务器;核电;芯片概念;航空发动机;商业航天;军工;无人机;燃料电池;军民融合;风电;氢能源;超超临界发电;深股通;融资融券
688592.SH,17,688592,14,卫星导航;商业航天;车联网(车路协同);无人机;低空经济;腾讯概念;物联网;无人驾驶;芯片概念;专精特新;机器人概念;农机;乡村振兴;融资融券
600893.SH,17,600893,13,国产航母;航空发动机;大飞机;无人机;军工;高端装备;低空经济;央企国企改革;西部大开发;国企改革;沪股通;融资融券;同花顺漂亮100
002045.SZ,33,002045,29,人工智能;创投;智慧政务;元宇宙;百度概念;智能家居;ChatGPT概念;智能音箱;虚拟现实;家用电器;NFT概念;华为概念;粤港澳大湾区;人民币贬值受益;智能穿戴;无人机;AI眼镜;新能源汽车;无线耳机;消费电子概念;储能;新型烟草(电子烟);锂电池概念;宁德时代概念;苹果概念;固态电池;PCB概念;深股通;融资融券
600645.SH,17,600645,10,细胞免疫治疗;基因测序;重组蛋白;创新药;辅助生殖;肝炎概念;牙科医疗;独角兽概念;融资融券;沪股通
300805.SZ,33,300805,10,拼多多概念;网约车;AIGC概念;阿里巴巴概念;AI智能体;跨境电商;AI应用;华为概念;2025年报预增;新能源汽车
600094.SH,17,600094,17,旅游概念;物业管理;参股保险;数字经济;低空经济;参股券商;卫星导航;无人机;商业航天;算力租赁;东数西算(算力);数据中心;5G;6G概念;芯片概念;沪股通;融资融券
301557.SZ,33,301557,7,专精特新;无人机;风电;军工;碳纤维;海工装备;融资融券
301376.SZ,33,301376,12,露营经济;宠物经济;跨境电商;网红经济;体育产业;足球概念;创投;数字经济;ChatGPT概念;人民币贬值受益;深股通;融资融券
688231.SH,17,688231,6,航空发动机;3D打印;军工;军民融合;高铁;融资融券
603938.SH,17,603938,10,光纤概念;存储芯片;有机硅概念;芯片概念;海峡两岸;光伏概念;硅能源;京津冀一体化;沪股通;融资融券
688070.SH,17,688070,9,军民融合;无人机;低空经济;时空大数据;专精特新;智慧城市;职业教育;西部大开发;融资融券
002474.SZ,33,002474,28,智慧政务;数据安全;华为鲲鹏;Web3.0;鸿蒙概念;信创;数据要素;在线教育;网络安全;区块链;智慧城市;数字经济;云办公;人工智能;军工信息化;安防;物联网;虚拟现实;华为概念;军工;福建自贸区;海峡两岸;电力物联网;物业管理;核污染防治;智能电网;AI应用;融资融券
300233.SZ,33,300233,18,创新药;辅助生殖;肝炎概念;流感;眼科医疗;仿制药一致性评价;维生素;工业大麻;医药电商;合成生物;智能医疗;医疗器械概念;新型烟草(电子烟);2026一季报预增;专精特新;转基因;融资融券;深股通
600612.SH,17,600612,7,黄金概念;小金属概念;国企改革;沪股通;融资融券;IP经济(谷子经济);AI眼镜
600219.SH,17,600219,13,金属回收;高股息精选;锂电池概念;一带一路;证金持股;宁德时代概念;高铁;大飞机;人民币贬值受益;沪股通;融资融券;新能源汽车;机器人概念
600548.SH,17,600548,12,参股券商;参股银行;PPP概念;国企改革;固废处理;深圳国企改革;汽车拆解概念;沪股通;融资融券;风电;粤港澳大湾区;百度概念
300053.SZ,33,300053,23,卫星导航;商业航天;时空大数据;低空经济;飞行汽车(eVTOL);东数西算(算力);数据要素;汽车芯片;MCU芯片;芯片概念;智慧城市;人工智能;人脸识别;安防;数据中心;存储芯片;专精特新;横琴新区;粤港澳大湾区;国企改革;地下管网;深股通;融资融券
920273.BJ,151,920273,6,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券
002046.SZ,33,002046,22,培育钻石;卫星导航;商业航天;大飞机;军民融合;军工;无人机;核电;第三代半导体;工业母机;芯片概念;高端装备;机器人概念;中芯国际概念;新能源汽车;光伏概念;智能医疗;风电;央企国企改革;国企改革;深股通;融资融券
920857.BJ,151,920857,6,安防;机器人概念;小米概念;西部大开发;消费电子概念;融资融券
920346.BJ,151,920346,21,飞行汽车(eVTOL);长安汽车概念;长三角一体化;机器人概念;车联网(车路协同);融资融券;智能物流;无人驾驶;数据中心;小米汽车;智能家居;新能源汽车;家用电器;净水概念;充电桩;华为汽车;低空经济;人民币贬值受益;PCB概念;储能;人形机器人
002269.SZ,33,002269,6,三胎概念;IP经济(谷子经济);上海自贸区;参股银行;深股通;融资融券
000990.SZ,33,000990,16,煤化工概念;POE胶膜;人造肉;NMN概念;氢能源;工业大麻;OLED;碳中和;燃料电池;合成生物;民营医院;国企改革;小米概念;医美概念;深股通;融资融券
605277.SH,17,605277,16,铜缆高速连接;汽车电子;消费电子概念;5G;新能源汽车;液冷服务器;华为概念;机器人概念;东数西算(算力);数据中心;F5G概念;光伏概念;充电桩;储能;融资融券;沪股通
920088.BJ,151,920088,7,一带一路;空气能热泵;净水概念;专精特新;新疆振兴;融资融券;西部大开发
920278.BJ,151,920278,8,养老概念;智能医疗;阿里巴巴概念;跨境电商;宠物经济;人民币贬值受益;融资融券;医疗器械概念
603015.SH,17,603015,20,可控核聚变;工业母机;新型工业化;同花顺新质50;芯片概念;机器人概念;核电;MCU芯片;物联网;工业互联网;光伏概念;海峡两岸;充电桩;储能;智能电网;人工智能;风电;虚拟电厂;沪股通;融资融券
301168.SZ,33,301168,7,光伏概念;固态电池;锂电池概念;绿色电力;比亚迪概念;专精特新;融资融券
002173.SZ,33,002173,15,脑机接口;高压氧舱;华为昇腾;人工智能;智能医疗;DeepSeek概念;养老概念;医疗器械概念;民营医院;医美概念;三胎概念;共同富裕示范区;眼科医疗;深股通;融资融券
688583.SH,17,688583,11,阿里巴巴概念;空间计算;大飞机;3D打印;机器人概念;专精特新;比亚迪概念;特斯拉概念;宁德时代概念;沪股通;融资融券
920062.BJ,151,920062,8,数据中心;参股银行;军工;储能;光伏概念;专精特新;智能电网;融资融券
301097.SZ,33,301097,3,三胎概念;医疗器械概念;融资融券
301622.SZ,33,301622,19,稀土永磁;消费电子概念;专精特新;小米概念;无线充电;传感器;苹果概念;华为手机;比亚迪概念;人民币贬值受益;华为概念;机器人概念;人形机器人;新能源汽车;一带一路;富士康概念;西部大开发;深股通;融资融券
600480.SH,17,600480,28,汽车热管理;小米汽车;华为汽车;人形机器人;飞行汽车(eVTOL);长安汽车概念;特斯拉概念;比亚迪概念;传感器;小米概念;新能源汽车;宁德时代概念;无人驾驶;低空经济;液冷服务器;商业航天;锂电池概念;储能;核电;水利;京津冀一体化;雄安新区;回购增持再贷款概念;地下管网;国企改革;央企国企改革;沪股通;融资融券
301387.SZ,33,301387,12,共封装光学(CPO);苹果概念;消费电子概念;智能穿戴;MiniLED;机器人概念;碳纤维;粤港澳大湾区;数字经济;一带一路;可降解塑料;融资融券
688198.SH,17,688198,7,眼科医疗;创新药;医疗器械概念;医美概念;专精特新;沪股通;融资融券
603381.SH,17,603381,12,光伏建筑一体化;光伏概念;储能;人形机器人;比亚迪概念;金属回收;液冷服务器;专精特新;机器人概念;绿色电力;沪股通;融资融券
301278.SZ,33,301278,8,钙钛矿电池;光伏概念;光伏建筑一体化;储能;充电桩;专精特新;机器人概念;融资融券
300052.SZ,33,300052,23,云游戏;算力租赁;东数西算(算力);云计算;华为概念;网络安全;腾讯概念;粤港澳大湾区;阿里巴巴概念;数据中心;数字孪生;虚拟现实;电子竞技;区块链;数字经济;元宇宙;互联网金融;虚拟数字人;网络游戏;手机游戏;NFT概念;旅游概念;摘帽
002031.SZ,33,002031,12,减速器;人形机器人;智能物流;机器人概念;机器视觉;工业母机;高端装备;人民币贬值受益;航空发动机;冷链物流;深股通;融资融券
600509.SH,17,600509,14,超超临界发电;绿色电力;抽水蓄能;智能电网;一带一路;第三代半导体;AI眼镜;国企改革;芯片概念;西部大开发;新疆振兴;天然气;融资融券;沪股通
920642.BJ,151,920642,9,低空经济;军工;碳纤维;专精特新;军民融合;大飞机;新能源汽车;小米概念;融资融券
603222.SH,17,603222,8,民营医院;创新药;医美概念;幽门螺杆菌概念;细胞免疫治疗;医疗器械概念;回购增持再贷款概念;融资融券
600522.SH,17,600522,41,光纤概念;铜缆高速连接;共封装光学(CPO);超导概念;特高压;6G概念;柔性直流输电;可控核聚变;液冷服务器;超级电容;海工装备;5G;核电;商业航天;风电;钙钛矿电池;智能电网;光伏概念;数据中心;量子科技;汽车电子;氢能源;新能源汽车;储能;东数西算(算力);固态电池;一带一路;绿色电力;锂电池概念;华为概念;机器人概念;低空经济;工业互联网;碳中和;阿里巴巴概念;DeepSeek概念;数字经济;数据要素;沪股通;融资融券;证金持股
301508.SZ,33,301508,24,小米汽车;机器人概念;新能源汽车;无人驾驶;比亚迪概念;小米概念;京津冀一体化;车联网(车路协同);人工智能;低空经济;充电桩;国企改革;无人机;汽车电子;碳中和;军工;氢能源;网络安全;央企国企改革;百度概念;数据安全;深股通;融资融券;中字头股票
301062.SZ,33,301062,6,食品安全;高压快充;光伏概念;DeepSeek概念;商业航天;融资融券
688776.SH,17,688776,11,商业航天;卫星导航;军民融合;军工;同花顺新质50;可控核聚变;核电;专精特新;西部大开发;沪股通;融资融券
300136.SZ,33,300136,33,商业航天;卫星导航;6G概念;WiFi 6;同花顺果指数;毫米波雷达;无人机;低空经济;芯片概念;柔性屏(折叠屏);富士康概念;5G;AI眼镜;智能穿戴;消费电子概念;车联网(车路协同);无线充电;智能音箱;华为概念;苹果概念;虚拟现实;汽车电子;无线耳机;物联网;特斯拉概念;机器人概念;海峡两岸;粤港澳大湾区;人民币贬值受益;一带一路;回购增持再贷款概念;深股通;融资融券
605086.SH,17,605086,6,海峡两岸;创投;国企改革;锂电池概念;沪股通;股权转让(并购重组)
300212.SZ,33,300212,37,国资云;数据确权;财税数字化;华为鲲鹏;智慧政务;数据安全;数据要素;AI智能体;信创;网络安全;阿里巴巴概念;百度概念;数字经济;DeepSeek概念;数字孪生;智慧城市;东数西算(算力);独角兽概念;人工智能;智能医疗;车联网(车路协同);京津冀一体化;养老概念;物联网;创投;华为概念;乡村振兴;雄安新区;华为数字能源;PPP概念;数据中心;国企改革;无人驾驶;央企国企改革;一带一路;深股通;融资融券
603358.SH,17,603358,10,一体化压铸;中芯国际概念;飞行汽车(eVTOL);低空经济;人形机器人;特斯拉概念;新能源汽车;沪股通;宁德时代概念;融资融券
920455.BJ,151,920455,2,专精特新;融资融券
000600.SZ,33,000600,19,超超临界发电;生物质能发电;抽水蓄能;绿色电力;碳交易;虚拟电厂;风电;碳中和;氢能源;储能;核电;国企改革;证金持股;2025年报预增;京津冀一体化;DeepSeek概念;人工智能;深股通;融资融券
002060.SZ,33,002060,18,绿色电力;抽水蓄能;高股息精选;PPP概念;国企改革;风电;污水处理;水利;新型城镇化;乡村振兴;一带一路;氢能源;储能;燃料电池;智慧城市;粤港澳大湾区;深股通;融资融券
920475.BJ,151,920475,6,智能物流;AIGC概念;融资融券;机器人概念;无人驾驶;专精特新
603598.SH,17,603598,22,快手概念;短剧游戏;小红书概念;AI应用;文化传媒概念;AIGC概念;抖音概念(字节概念);虚拟数字人;多模态AI;拼多多概念;腾讯概念;百度概念;阿里巴巴概念;AI智能体;元宇宙;数据要素;鸿蒙概念;网红经济;DeepSeek概念;人工智能;华为概念;京津冀一体化
920266.BJ,151,920266,4,西部大开发;医药电商;融资融券;农业种植
003006.SZ,33,003006,3,三胎概念;西部大开发;深股通
603139.SH,17,603139,14,毛发医疗;农业种植;NMN概念;流感;幽门螺杆菌概念;三胎概念;医药电商;合成生物;肝炎概念;乡村振兴;西部大开发;医疗器械概念;牙科医疗;股权转让(并购重组)
