所属概念,code,所属概念数量,股票代码,market_code
绿色电力;风电;海工装备;高端装备;融资融券;深股通,300850,6,300850.SZ,33
芯片概念;专精特新;人工智能;医疗器械概念;智能医疗;辅助生殖;深股通;融资融券,301235,8,301235.SZ,33
高股息精选;西部大开发;2026中报预增;融资融券;沪股通,603317,5,603317.SH,17
CRO概念;减肥药;创新药;合成生物;智能医疗;人工智能;AI应用;沪股通;融资融券,688202,9,688202.SH,17
国产操作系统;华为鲲鹏;数据安全;财税数字化;网络安全;智慧政务;移动支付;信创;区块链;鸿蒙概念;数字货币;数据要素;互联网金融;国资云;云办公;智慧城市;跨境支付(CIPS);数字孪生;数字经济;腾讯概念;车联网(车路协同);人工智能;数字水印;物联网;工业互联网;量子科技;低空经济;水利;华为概念;EDR概念;乡村振兴;军工;卫星导航;雅下水电概念;商业航天;西部大开发;国企改革;5G;汽车电子;消费电子概念;芯片概念;汽车芯片;深股通;融资融券,002268,44,002268.SZ,33
专精特新;机器人概念;智能物流;人工智能;数字孪生;阿里巴巴概念;东数西算(算力);融资融券,688215,8,688215.SH,17
铜缆高速连接;汽车芯片;芯片概念;智能座舱;数据中心(AIDC);小米概念;比亚迪概念;华为概念;人形机器人;无人驾驶;机器人概念;信创;车联网(车路协同);工业互联网;沪股通;融资融券,688515,16,688515.SH,17
苹果概念;OLED;消费电子概念;专精特新;新能源汽车;华为概念;汽车电子;光刻胶;PCB概念;沪股通;融资融券,688093,11,688093.SH,17
旅游概念;国企改革;深股通;摘帽,000430,4,000430.SZ,33
股权转让(并购重组);锂电池概念;ST板块,002199,3,002199.SZ,33
共封装光学(CPO);芯片概念;数据中心(AIDC);人造肉;共同富裕示范区;深股通;网红经济;预制菜,002515,8,002515.SZ,33
大飞机;航空发动机;军民融合;军工;商业航天;核电;3D打印;央企国企改革;京津冀一体化;特钢概念;国企改革;融资融券;深股通,300034,13,300034.SZ,33
新型城镇化;深股通;融资融券,300983,3,300983.SZ,33
快手概念;小红书概念;AI视频;AIGC概念;抖音概念(字节概念);文化传媒概念;百度概念;AI应用;腾讯概念;阿里巴巴概念;独角兽概念;职业教育;人工智能;网红经济;华为概念;长安汽车概念;丙烯酸;光刻胶;深股通,300063,19,300063.SZ,33
建筑节能;装配式建筑;高铁;储能;机器人概念;融资融券,001324,6,001324.SZ,33
人民币贬值受益;深股通;融资融券,300910,3,300910.SZ,33
盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,600773,7,600773.SH,17
合成生物;辅助生殖;融资融券,300966,3,300966.SZ,33
快手概念;小红书概念;AI视频;智谱AI;拼多多概念;华为盘古;短剧游戏;多模态AI;ChatGPT概念;抖音概念(字节概念);AIGC概念;虚拟数字人;云计算;百度概念;阿里巴巴概念;腾讯概念;AI应用;数据要素;文化传媒概念;AI智能体;移动支付;独角兽概念;DeepSeek概念;人工智能;跨境支付(CIPS);华为概念;跨境电商;小米概念;创投;人民币贬值受益;西部大开发;深股通;融资融券,301171,33,301171.SZ,33
人形机器人;一体化压铸;新型工业化;工业母机;小米汽车;机器人概念;机器视觉;小米概念;新能源汽车;农机;工业互联网;AI应用;数字经济;人工智能;换电概念;DeepSeek概念;储能;液冷服务器;碳中和;同花顺漂亮100;深股通;融资融券,300124,22,300124.SZ,33
DRG/DIP;AIGC概念;AI应用;ChatGPT概念;AI智能体;数据要素;鸿蒙概念;互联网保险;区块链;虚拟数字人;华为鲲鹏;阿里巴巴概念;腾讯概念;蚂蚁集团概念;信创;家庭医生;DeepSeek概念;人工智能;智慧城市;智能医疗;养老概念;华为概念;中国AI 50;融资融券;深股通,300253,25,300253.SZ,33
数据确权;财税数字化;数字货币;智慧政务;华为鲲鹏;电子身份证;数据安全;区块链;云计算;互联网金融;DRG/DIP;信创;鸿蒙概念;网络安全;知识产权保护;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;东数西算(算力);雄安新区;华为概念;星闪概念;量子科技;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通,300579,30,300579.SZ,33
网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;沪股通;2026一季报预增;融资融券,603444,8,603444.SH,17
地下管网;京津冀一体化;水利;土壤修复;雄安新区;PPP概念;PEEK材料;一带一路;股权转让(并购重组),603616,9,603616.SH,17
专精特新;成飞概念;商业航天;芯片概念;卫星导航;比亚迪概念;新能源汽车;粤港澳大湾区;核电;融资融券,301528,10,301528.SZ,33
数字经济;粤港澳大湾区;融资融券;沪股通,605499,4,605499.SH,17
苹果概念;传感器;机器视觉;机器人概念;锂电池概念;粤港澳大湾区;AI应用;光伏建筑一体化;融资融券;沪股通,688686,10,688686.SH,17
天然气;航运概念;2026中报预增;沪股通;融资融券,603223,5,603223.SH,17
智能家居;DeepSeek概念;家用电器;ST板块,605336,4,605336.SH,22
芯片概念;中国AI 50;东数西算(算力);量子科技;信创;抖音概念(字节概念);腾讯概念;阿里巴巴概念;百度概念;人工智能;DeepSeek概念;水利;同花顺中特估100;沪股通;融资融券,688041,15,688041.SH,17
互联网金融;数字货币;跨境支付(CIPS);蚂蚁集团概念;AI应用;区块链;鸿蒙概念;数据要素;ChatGPT概念;智慧政务;华为鲲鹏;AI智能体;AIGC概念;DeepSeek概念;信创;数字经济;人工智能;多模态AI;华为昇腾;碳中和;华为概念;碳交易;中国AI 50;沪股通;融资融券,600570,25,600570.SH,17
快手概念;小红书概念;短剧游戏;拼多多概念;虚拟数字人;文化传媒概念;AIGC概念;多模态AI;AI应用;抖音概念(字节概念);网红经济;元宇宙;百度概念;数据要素;腾讯概念;AI智能体;鸿蒙概念;阿里巴巴概念;京津冀一体化;DeepSeek概念;人工智能;华为概念;沪股通,603598,23,603598.SH,17
人脸识别;算力租赁;DeepSeek概念;智慧城市;人工智能;安防;跨境电商;智能家居;机器人概念;机器视觉;人民币贬值受益;深股通;融资融券,301042,13,301042.SZ,33
期货概念;互联网保险;互联网金融;区块链;AI应用;证金持股;AIGC概念;数据要素;DeepSeek概念;同花顺漂亮100;人工智能;深股通;融资融券,300059,13,300059.SZ,33
财税数字化;智慧政务;云计算;信创;AI应用;数据要素;AI智能体;移动支付;腾讯概念;数字货币;网络安全;数字乡村;互联网金融;数字经济;DeepSeek概念;智慧城市;人工智能;中国AI 50;华为概念;智能医疗;机器人概念;海峡两岸;福建自贸区;乡村振兴;融资融券;深股通,300525,26,300525.SZ,33
建筑节能;专精特新;人民币贬值受益,300163,3,300163.SZ,33
西部大开发;国企改革;食品安全;电子纸,600793,4,600793.SH,17
猪肉;同花顺漂亮100;合成生物;参股银行;乡村振兴;深股通;融资融券,002714,7,002714.SZ,33
PPP概念;垃圾分类;固废处理;污水处理;一带一路;碳交易;生物质能发电;机器人概念;锂电池概念;金属镍;沪股通;融资融券,603568,12,603568.SH,17
猪肉;生态农业;乡村振兴;机器人概念;融资融券,002548,5,002548.SZ,33
光刻机;中芯国际概念;OLED;富士康概念;芯片概念;股权转让(并购重组);深股通;融资融券,301297,8,301297.SZ,33
C2M概念;跨境电商;网红经济;AIGC概念;粤港澳大湾区;抖音概念(字节概念);2026中报预增;股权转让(并购重组),603608,8,603608.SH,17
光纤概念;卫星导航;商业航天;华为概念;安防;车联网(车路协同);智慧城市;信创;人工智能;数据要素;DeepSeek概念;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,600345,16,600345.SH,17
卫星导航;商业航天;无人机;军民融合;军工;无人驾驶;专精特新;沪股通;融资融券,688282,9,688282.SH,17
深股通;融资融券,300984,2,300984.SZ,33
京津冀一体化;高端装备;军工;专精特新;融资融券,300922,5,300922.SZ,33
光热发电;储能;光伏建筑一体化;光伏概念;一带一路;人民币贬值受益;机器人概念;沪股通;融资融券,688408,9,688408.SH,17
氟化工概念;光刻胶;丙烯酸;固态电池;磷化工;钠离子电池;PEEK材料;消毒剂;锂电池概念;化肥;净水概念;芯片概念;PCB概念;脑机接口;储能;人民币贬值受益;合成生物;工业互联网;深股通,300801,19,300801.SZ,33
跨境电商;电子竞技;网络游戏;人工智能;星闪概念;粤港澳大湾区;百度概念;机器人概念;智能穿戴;无线耳机;消费电子概念;无线充电;融资融券;深股通,002577,14,002577.SZ,33
星闪概念;智能音箱;车联网(车路协同);AI PC;物联网;机器人概念;虚拟现实;小米概念;智能座舱;小米汽车;无线耳机;智能穿戴;数字经济;华为概念;AI眼镜;一带一路;空间计算;创投;消费电子概念;汽车电子;5G;无线充电;PCB概念;沪股通;融资融券,603341,25,603341.SH,17
西部大开发;融资融券,920433,2,920433.BJ,151
西部大开发;芯片概念;ST板块;国企改革;柔性直流输电;特高压,300831,6,300831.SZ,33
地下管网;乡村振兴;生态农业;农业种植;PPP概念;新型城镇化;土地流转;粮食概念;新疆振兴;水利;污水处理;土壤修复;西部大开发;京津冀一体化;雅下水电概念;一带一路;光伏建筑一体化;数字乡村;数字经济;DeepSeek概念;人工智能;智慧城市;AI应用;数字孪生;鸿蒙概念;物联网;数据安全;云计算;机器人概念;华为概念,300021,30,300021.SZ,33
量子科技;网络安全;数据安全;华为概念;人工智能;无人驾驶;小米概念;华为海思概念股;卫星导航;低空经济;数据要素;DeepSeek概念;无人机;商业航天;海工装备;机器人概念;数据确权;飞行汽车(eVTOL);职业教育;比亚迪概念;粤港澳大湾区;特斯拉概念;食品安全;新能源汽车;大飞机;碳中和;燃料电池;芯片概念;土壤修复;国企改革;共封装光学(CPO);中芯国际概念;深股通,002967,33,002967.SZ,33
WiFi 6;F5G概念;共封装光学(CPO);5G;数据中心(AIDC);网络安全;物联网;华为概念;信创;车联网(车路协同);机器人概念;智能家居;阿里巴巴概念;抖音概念(字节概念);腾讯概念;海峡两岸;脑机接口;数字货币;移动支付;鸿蒙概念;人工智能;福建自贸区;DeepSeek概念;AIGC概念;AI应用;在线教育;互联网金融;文化传媒概念;国企改革;深股通;融资融券;证金持股,002396,32,002396.SZ,33
高股息精选;国企改革;西部大开发;沪股通;融资融券,601838,5,601838.SH,17
碳交易;绿色电力;烟草;固废处理;参股券商;超级电容;医疗器械概念;融资融券;沪股通,603733,9,603733.SH,17
雄安新区;特色小镇;旅游概念;新型城镇化;PPP概念;碳中和;机器人概念;宠物经济;股权转让(并购重组),603955,9,603955.SH,17
传感器;商业航天;专精特新;毫米波雷达;华为概念;智慧城市;芯片概念;军工;PM2.5;碳中和;PPP概念;融资融券,300862,12,300862.SZ,33
中船系;中字头股票;国产航母;航运概念;同花顺中特估100;同花顺出海50;国企改革;央企国企改革;一带一路;海工装备;军民融合;高端装备;军工;风电;DeepSeek概念;商业航天;2026中报预增;股权转让(并购重组);沪股通;融资融券,600150,20,600150.SH,17
DRG/DIP;智慧政务;智谱AI;AI应用;华为鲲鹏;AI智能体;ChatGPT概念;百度概念;数据安全;数据要素;区块链;腾讯概念;鸿蒙概念;信创;抖音概念(字节概念);云计算;数字乡村;华为昇腾;互联网金融;华为欧拉;网络安全;元宇宙;DeepSeek概念;人脸识别;智慧城市;人工智能;车联网(车路协同);跨境支付(CIPS);数字孪生;智能医疗;算力租赁;工业互联网;东数西算(算力);虚拟现实;华为概念;水利;低空经济;数据中心(AIDC);无人驾驶;养老概念;军民融合;乡村振兴;卫星导航;储能;旅游概念;华为数字能源;传感器;新疆振兴;芯片概念;深股通;融资融券;物联网,002065,52,002065.SZ,33
小米概念;无人机;比亚迪概念;虚拟现实;新能源汽车;智能穿戴;华为概念;消费电子概念;智能座舱;AI眼镜;固态电池;PET铜箔;锂电池概念;MiniLED;PCB概念;深股通,002992,16,002992.SZ,33
碳纤维;低空经济;工业互联网;机器人概念;新型工业化;比亚迪概念;沪股通;融资融券,600843,8,600843.SH,17
IP经济(谷子经济);网红经济;超级品牌;统一大市场;跨境电商;参股券商;虚拟数字人;AI应用;跨境支付(CIPS);阿里巴巴概念;DeepSeek概念;数字货币;数据要素;互联网金融;绿色电力;中俄贸易概念;人工智能;共同富裕示范区;国企改革;数字经济;移动支付;同花顺中特估100;一带一路;同花顺出海50;数据中心(AIDC);沪股通;融资融券;航运概念,600415,28,600415.SH,17
算力租赁;云计算;东数西算(算力);网络安全;抖音概念(字节概念);数据中心(AIDC);腾讯概念;阿里巴巴概念;AIGC概念;AI智能体;华为概念;AI应用;数字经济;数字孪生;人工智能;专精特新;新型工业化;粤港澳大湾区;海峡两岸;工业母机;机器人概念;工业互联网;智能家居;中俄贸易概念;深股通,002757,25,002757.SZ,33
期货概念;化债概念(AMC概念);参股券商;乡村振兴;国企改革;绿色电力;独角兽概念;创投;风电;粤港澳大湾区;2026一季报预增;深股通;2026中报预增;融资融券,000987,14,000987.SZ,33
减速器;汽车热管理;人形机器人;华为汽车;飞行汽车(eVTOL);军民融合;卫星导航;特斯拉概念;无人机;小米汽车;商业航天;机器人概念;军工;低空经济;传感器;PEEK材料;无人驾驶;智能座舱;新能源汽车;比亚迪概念;毫米波雷达;专精特新;燃料电池;华为概念;6G概念;蚂蚁集团概念;氢能源;机器视觉;深股通,300680,29,300680.SZ,33
财税数字化;AIGC概念;智慧政务;云计算;AI应用;抖音概念(字节概念);华为昇腾;数据安全;数据要素;AI智能体;鸿蒙概念;互联网金融;数字经济;人工智能;华为概念;机器人概念;沪股通;融资融券,688615,18,688615.SH,17
电子竞技;手机游戏;网络游戏;NFT概念;云游戏;养老概念;AIGC概念;虚拟数字人;文化传媒概念;AI视频;AI应用;在线教育;ChatGPT概念;元宇宙;AI智能体;脑机接口;人工智能;多模态AI;创投;虚拟现实;高股息精选;华为概念;深股通;融资融券,002555,24,002555.SZ,33
芯片概念;专精特新;消费电子概念;物联网;人工智能;深股通;融资融券,301678,7,301678.SZ,33
MicroLED概念;MiniLED;第三代半导体;芯片概念;深股通,300708,5,300708.SZ,33
减速器;汽车热管理;飞行汽车(eVTOL);机器人概念;低空经济;长安汽车概念;共同富裕示范区;数字经济;无人驾驶;华为汽车;新能源汽车;比亚迪概念;融资融券;沪股通,603178,14,603178.SH,17
