所属概念数量,股票代码,所属概念,code,market_code
8,002796.SZ,共封装光学(CPO);6G概念;5G;军工;储能;一带一路;医疗器械概念;融资融券,002796,33
10,688348.SH,绿色电力;光伏概念;储能;芯片概念;人工智能;专精特新;共同富裕示范区;人民币贬值受益;沪股通;融资融券,688348,17
9,300618.SZ,金属钴;小金属概念;金属铜;金属镍;动力电池回收;锂电池概念;人民币贬值受益;深股通;融资融券,300618,33
15,603618.SH,光纤概念;特高压;抽水蓄能;智能电网;风电;光伏概念;PET铜箔;储能;5G;石墨烯;新能源汽车;共同富裕示范区;锂电池概念;沪股通;融资融券,603618,17
9,301381.SZ,ERP概念;人工智能;DeepSeek概念;跨境电商;AI应用;智能物流;人民币贬值受益;深股通;融资融券,301381,33
10,002141.SZ,动物疫苗;PCB概念;广东自贸区;横琴新区;粤港澳大湾区;创投;独角兽概念;锂电池概念;盐湖提锂;摘帽,002141,33
33,688400.SH,共封装光学(CPO);光纤概念;富士康概念;MR(混合现实);苹果概念;芯片概念;华为手机;消费电子概念;机器视觉;数据中心;小米概念;虚拟现实;人形机器人;华为概念;无人机;新型工业化;专精特新;机器人概念;空间计算;智谱AI;元宇宙;宁德时代概念;Web3.0;光伏概念;人工智能;AIGC概念;虚拟数字人;2025年报预增;Sora概念(文生视频);数字经济;锂电池概念;沪股通;融资融券,688400,17
19,300383.SZ,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);华为鲲鹏;抖音概念(字节概念);AIGC概念;百度概念;数据中心;液冷服务器;区块链;DeepSeek概念;华为概念;数字经济;工业互联网;京津冀一体化;深股通;融资融券,300383,33
33,688097.SH,共封装光学(CPO);苹果概念;华为手机;富士康概念;MR(混合现实);消费电子概念;5G;AI眼镜;芯片概念;宁德时代概念;固态电池;光伏概念;汽车电子;储能;锂电池概念;特斯拉概念;智能穿戴;新能源汽车;高端装备;新型工业化;充电桩;换电概念;机器视觉;人形机器人;无人机;华为概念;工业互联网;机器人概念;低空经济;一带一路;智能物流;沪股通;融资融券,688097,17
16,688380.SH,存储芯片;MCU芯片;汽车芯片;芯片概念;消费电子概念;汽车电子;2025年报预增;传感器;小米概念;专精特新;人形机器人;机器人概念;长安汽车概念;华为汽车;沪股通;融资融券,688380,17
12,600708.SH,租售同权;上海国企改革;特色小镇;物业管理;统一大市场;新型城镇化;冷链物流;土地流转;乡村振兴;国企改革;沪股通;融资融券,600708,17
5,002397.SZ,C2M概念;三胎概念;智能家居;网红经济;IP经济(谷子经济),002397,33
10,300565.SZ,太赫兹;5G;智慧灯杆;液冷服务器;储能;数据中心;物联网;数字孪生;粤港澳大湾区;锂电池概念,300565,33
11,000678.SZ,减速器;股权转让(并购重组);军民融合;农机;军工;新能源汽车;比亚迪概念;人民币贬值受益;国企改革;深股通;融资融券,000678,33
8,000505.SZ,粮食概念;转基因;海南自贸区;国企改革;网红经济;京津冀一体化;一带一路;融资融券,000505,33
6,002165.SZ,环氧丙烷;水泥概念;建筑节能;医疗器械概念;深股通;融资融券,002165,33
17,300070.SZ,PPP概念;参股银行;雄安新区;污水处理;地下管网;国企改革;新型城镇化;净水概念;乡村振兴;一带一路;央企国企改革;创投;家用电器;人工智能;盐湖提锂;深股通;融资融券,300070,33
15,600160.SH,氟化工概念;PVDF概念;消毒剂;煤化工概念;锂电池概念;风电;碳交易;中芯国际概念;国企改革;绿色电力;2025年报预增;液冷服务器;数据中心;融资融券;沪股通,600160,17
1,600847.SH,西部大开发,600847,17
6,300025.SZ,元宇宙;虚拟现实;华为概念;IP经济(谷子经济);5G;融资融券,300025,33
10,000892.SZ,短剧游戏;AIGC概念;文化传媒概念;虚拟数字人;AI智能体;IP经济(谷子经济);人工智能;AI应用;西部大开发;深股通,000892,33
13,300398.SZ,光刻胶;中芯国际概念;先进封装;存储芯片;光纤概念;OLED;第三代半导体;芯片概念;电子纸;新能源汽车;光伏概念;深股通;融资融券,300398,33
19,688573.SH,固态电池;宁德时代概念;钠离子电池;锂电池概念;比亚迪概念;专精特新;人形机器人;消费电子概念;燃料电池;机器人概念;粤港澳大湾区;华为概念;存储芯片;高端装备;MicroLED概念;钙钛矿电池;回购增持再贷款概念;氢能源;融资融券,688573,17
42,300365.SZ,电力物联网;虚拟电厂;华为数字能源;智能电网;碳交易;光伏建筑一体化;换电概念;智慧城市;水利;职业教育;数据要素;时空大数据;碳中和;物联网;智慧政务;信创;数字经济;京津冀一体化;工业互联网;人工智能;储能;在线教育;风电;空间计算;东数西算(算力);DeepSeek概念;鸿蒙概念;MLOps概念;数据中心;AI智能体;华为概念;柔性直流输电;养老概念;低空经济;AIGC概念;特高压;无人机;机器视觉;燃料电池;氢能源;一带一路;AI应用,300365,33
17,603308.SH,航空发动机;可控核聚变;3D打印;核电;高端装备;大飞机;海工装备;无人机;军工;商业航天;工业互联网;风电;核污染防治;一带一路;参股银行;沪股通;融资融券,603308,17
23,300786.SZ,光刻胶;OLED;先进封装;芯片概念;专精特新;光刻机;光伏概念;家用电器;商业航天;医疗器械概念;空气能热泵;海工装备;净水概念;HJT电池;回购增持再贷款概念;污水处理;中俄贸易概念;冷链物流;雄安新区;医疗废物处理;新疆振兴;煤化工概念;股权转让(并购重组),300786,33
3,603968.SH,代糖概念;染料;维生素,603968,17
17,688261.SH,芯片概念;5G;液冷服务器;第三代半导体;东数西算(算力);数据中心;专精特新;人形机器人;比亚迪概念;机器人概念;新能源汽车;高压快充;充电桩;光伏概念;储能;沪股通;融资融券,688261,17
31,688228.SH,语音技术;华为昇腾;多模态AI;数据安全;Sora概念(文生视频);财税数字化;AI语料;信创;云计算;东数西算(算力);ChatGPT概念;虚拟现实;华为鲲鹏;卫星导航;AIGC概念;智慧政务;元宇宙;华为概念;AI智能体;专精特新;数据要素;虚拟数字人;人工智能;DeepSeek概念;知识产权保护;AI应用;文化传媒概念;虚拟电厂;沪股通;股权转让(并购重组);融资融券,688228,17
4,600136.SH,ST板块;物业管理;国企改革;文化传媒概念,600136,22
9,002876.SZ,柔性屏(折叠屏);消费电子概念;OLED;小米概念;智能穿戴;虚拟现实;专精特新;融资融券;深股通,002876,33
2,001376.SZ,碳中和;深股通,001376,33
6,600643.SH,信托概念;互联网金融;参股券商;物业管理;沪股通;融资融券,600643,17
35,301091.SZ,数据要素;智慧政务;智慧城市;信创;时空大数据;百度概念;车联网(车路协同);腾讯概念;DeepSeek概念;数据确权;数字孪生;多模态AI;国资云;华为概念;低空经济;智慧灯杆;房屋检测;智能物流;无人驾驶;同花顺新质50;无人机;粤港澳大湾区;水利;高铁;新型城镇化;雄安新区;建筑节能;地下管网;PPP概念;深圳国企改革;充电桩;国企改革;虚拟电厂;深股通;融资融券,301091,33
10,603929.SH,中芯国际概念;OLED;富士康概念;芯片概念;柔性屏(折叠屏);华为概念;海峡两岸;长三角一体化;沪股通;2026一季报预增,603929,17
11,002125.SZ,小金属概念;金属镍;钠离子电池;固态电池;锂电池概念;宁德时代概念;国企改革;污水处理;比亚迪概念;深股通;融资融券,002125,33
13,300693.SZ,高压快充;数据中心;虚拟电厂;充电桩;储能;宁德时代概念;换电概念;新能源汽车;比亚迪概念;专精特新;锂电池概念;深股通;融资融券,300693,33
4,603599.SH,草甘膦;染料;沪股通;融资融券,603599,17
7,002756.SZ,锂电池概念;特钢概念;核电;军工;互联网金融;融资融券;深股通,002756,33
7,688032.SH,光伏概念;储能;回购增持再贷款概念;专精特新;人民币贬值受益;沪股通;融资融券,688032,17
9,688119.SH,商业航天;军工;工业互联网;核电;核污染防治;央企国企改革;国企改革;中字头股票;融资融券,688119,17
5,600727.SH,化肥;磷化工;钛白粉概念;水泥概念;国企改革,600727,17
14,300572.SZ,PM2.5;军工;机器人概念;换电概念;粤港澳大湾区;比亚迪概念;新能源汽车;充电桩;人工智能;创投;一体化压铸;新疆振兴;深股通;股权转让(并购重组),300572,33
8,000965.SZ,天津自贸区;物业管理;参股券商;国企改革;养老概念;京津冀一体化;大飞机;融资融券,000965,33
9,920152.BJ,钙钛矿电池;储能;专精特新;西部大开发;数据中心;超级电容;风电;动力电池回收;融资融券,920152,151
9,300461.SZ,新型烟草(电子烟);长三角一体化;苹果概念;无线充电;比亚迪概念;新型工业化;无线耳机;消费电子概念;汽车电子,300461,33
8,688628.SH,芯片概念;人民币贬值受益;PM2.5;光伏概念;AI智能体;核污染防治;DeepSeek概念;融资融券,688628,17
6,301239.SZ,民营医院;眼科医疗;智能医疗;西部大开发;深股通;融资融券,301239,33
6,600617.SH,天然气;绿色电力;国企改革;地下管网;沪股通;融资融券,600617,17
15,301305.SZ,固废处理;可降解塑料;垃圾分类;碳中和;生物质能发电;碳交易;PPP概念;绿色电力;粤港澳大湾区;三胎概念;人工智能;合成生物;创新药;深股通;融资融券,301305,33
12,002678.SZ,特色小镇;三胎概念;文化传媒概念;在线教育;IP经济(谷子经济);旅游概念;职业教育;数字经济;人工智能;粤港澳大湾区;国企改革;深股通,002678,33
16,600968.SH,页岩气;天然气;航运概念;高股息精选;碳交易;国企改革;氢能源;绿色电力;碳中和;风电;锂电池概念;储能;卫星导航;机器人概念;沪股通;融资融券,600968,17
7,300536.SZ,东数西算(算力);算力租赁;新型城镇化;芯片概念;垃圾分类;PPP概念;摘帽,300536,33
13,301552.SZ,血氧仪;医疗器械概念;新能源汽车;比亚迪概念;专精特新;小米汽车;小米概念;特斯拉概念;华为概念;低空经济;军工;军民融合;融资融券,301552,33
8,300179.SZ,培育钻石;第三代半导体;海工装备;专精特新;新能源汽车;天然气;深股通;融资融券,300179,33
16,603039.SH,云办公;华为盘古;中国AI 50;财税数字化;AI智能体;智慧政务;腾讯概念;鸿蒙概念;信创;AI应用;DeepSeek概念;人工智能;数字经济;华为概念;融资融券;沪股通,603039,17
19,002559.SZ,OLED;存储芯片;工业母机;芯片概念;新型工业化;光刻胶;机器视觉;比亚迪概念;新能源汽车;华为概念;机器人概念;高端装备;工业互联网;光伏概念;智能物流;军工;信创;军民融合;深股通,002559,33
22,002407.SZ,钠离子电池;氟化工概念;固态电池;动力电池回收;PVDF概念;锂电池概念;硅能源;特斯拉概念;储能;比亚迪概念;新能源汽车;回购增持再贷款概念;工业互联网;中芯国际概念;创投;第三代半导体;芯片概念;独角兽概念;数字孪生;融资融券;深股通;存储芯片,002407,33
10,300555.SZ,物联网;ST板块;数字孪生;量子科技;WiFi 6;乡村振兴;智慧城市;人工智能;文化传媒概念;农村电商,300555,33
28,603738.SH,6G概念;光刻机;共封装光学(CPO);华为海思概念股;卫星导航;军工;WiFi 6;5G;芯片概念;数据中心;无人机;汽车芯片;AI眼镜;智能穿戴;消费电子概念;汽车电子;华为概念;专精特新;MCU芯片;智能座舱;宁德时代概念;无人驾驶;比亚迪概念;人形机器人;机器人概念;创投;融资融券;沪股通,603738,17
19,600478.SH,动力电池回收;固态电池;锂电池概念;小金属概念;储能;氢能源;燃料电池;新能源汽车;两轮车;2025年报预增;航空发动机;军工;共享单车;数据中心;商业航天;军民融合;区块链;融资融券;沪股通,600478,17
15,002709.SZ,钠离子电池;氟化工概念;固态电池;动力电池回收;锂电池概念;宁德时代概念;有机硅概念;PEEK材料;同花顺漂亮100;特斯拉概念;比亚迪概念;2025年报预增;回购增持再贷款概念;深股通;融资融券,002709,33
11,600207.SH,光热发电;天然气;光伏概念;建筑节能;储能;国企改革;医疗器械概念;芯片概念;富士康概念;沪股通;融资融券,600207,17
28,300014.SZ,钠离子电池;固态电池;动力电池回收;盐湖提锂;锂电池概念;两轮车;储能;新型烟草(电子烟);同花顺漂亮100;氢能源;脑机接口;无线耳机;燃料电池;智能电网;新能源汽车;人形机器人;长安汽车概念;小米概念;深股通;融资融券;粤港澳大湾区;机器人概念;飞行汽车(eVTOL);华为概念;安防;无人机;低空经济;商业航天,300014,33
6,000014.SZ,物业管理;深圳国企改革;粤港澳大湾区;智能家居;国企改革;股权转让(并购重组),000014,33
25,300249.SZ,液冷服务器;东数西算(算力);数据中心;5G;云计算;华为数字能源;抖音概念(字节概念);腾讯概念;阿里巴巴概念;华为概念;百度概念;物联网;数字孪生;数字乡村;智慧城市;专精特新;区块链;人工智能;机器人概念;储能;碳中和;回购增持再贷款概念;西部大开发;深股通;融资融券,300249,33
7,000822.SZ,钒电池;国企改革;氢能源;污水处理;固态电池;深股通;融资融券,000822,33
18,002838.SZ,5G;小米概念;特斯拉概念;PEEK材料;比亚迪概念;新能源汽车;华为概念;专精特新;机器人概念;军工;锂电池概念;可降解塑料;预制菜;钛白粉概念;2026一季报预增;股权转让(并购重组);融资融券;深股通,002838,33
7,600448.SH,工业大麻;参股银行;C2M概念;国企改革;人民币贬值受益;回购增持再贷款概念;融资融券,600448,17
21,300085.SZ,华为鲲鹏;数据确权;信创;数字货币;百度概念;数据要素;区块链;互联网金融;语音技术;人工智能;华为概念;机器人概念;5G;粤港澳大湾区;跨境电商;碳中和;AI应用;参股券商;深股通;股权转让(并购重组);融资融券,300085,33
29,300369.SZ,数字水印;MLOps概念;华为欧拉;数据安全;华为鲲鹏;云计算;数据确权;网络安全;智慧政务;国产操作系统;信创;AI语料;腾讯概念;阿里巴巴概念;东数西算(算力);AI智能体;数据要素;区块链;车联网(车路协同);DeepSeek概念;人工智能;数据中心;华为概念;AI应用;工业互联网;独角兽概念;京津冀一体化;深股通;融资融券,300369,33
20,601208.SH,PCB概念;PET铜箔;光刻胶;苹果概念;OLED;柔性屏(折叠屏);消费电子概念;芯片概念;2025年报预增;新能源汽车;光伏概念;军工;燃料电池;商业航天;特高压;BC电池;氢能源;西部大开发;沪股通;融资融券,601208,17
18,300801.SZ,脑机接口;氟化工概念;PEEK材料;丙烯酸;固态电池;钠离子电池;锂电池概念;PCB概念;芯片概念;消毒剂;磷化工;合成生物;人民币贬值受益;净水概念;工业互联网;储能;化肥;深股通,300801,33
