所属概念,market_code,股票代码,所属概念数量,code
钠离子电池;固态电池;两轮车;动力电池回收;新型烟草(电子烟);锂电池概念;储能;比亚迪概念;人形机器人;新能源汽车;AI PC;小米概念;2025年报预增;AI眼镜;消费电子概念;机器人概念;人民币贬值受益;粤港澳大湾区;智能穿戴;回购增持再贷款概念;数据中心;人工智能;深股通,33,001283.SZ,23,001283
电力物联网;智能电网;东数西算(算力);虚拟电厂;柔性直流输电;数据中心;ETC;智慧城市;人工智能;数字乡村;换电概念;抽水蓄能;充电桩;华为概念;高压快充;5G;股权转让(并购重组);军工;商业航天;军民融合;液冷服务器;空气能热泵;风电;储能;粤港澳大湾区;芯片概念;新能源汽车;光伏建筑一体化;比亚迪概念;绿色电力;特斯拉概念;第三代半导体;锂电池概念;新疆振兴;钠离子电池;深股通;摘帽,33,300376.SZ,37,300376
钠离子电池;固态电池;磷化工;宁德时代概念;锂电池概念;储能;碳中和;充电桩;比亚迪概念;新能源汽车;污水处理;专精特新;沪股通;融资融券,17,688275.SH,14,688275
生物质能发电;医疗废物处理;PPP概念;垃圾分类;污水处理;固废处理;绿色电力;海峡两岸;DeepSeek概念;医美概念;氢能源;燃料电池;短剧游戏;AI应用;深股通;融资融券,33,300867.SZ,16,300867
雄安新区;京津冀一体化;国企改革;物业管理,17,600149.SH,4,600149
俄乌冲突概念;页岩气;天然气;新疆振兴;西部大开发;碳中和;一带一路;人民币贬值受益,33,300164.SZ,8,300164
物业管理;职业教育;人工智能;信创;创投;在线教育;DeepSeek概念;化债概念(AMC概念);参股券商;国企改革;AI应用;融资融券;沪股通;股权转让(并购重组),17,600730.SH,14,600730
2025年报预增;军工;新能源汽车;飞行汽车(eVTOL);低空经济;农机;融资融券;长安汽车概念;比亚迪概念,151,920106.BJ,9,920106
细胞免疫治疗;创新药;重组蛋白;沪股通;融资融券,17,688266.SH,5,688266
高股息精选;宁德时代概念;锂电池概念;融资融券;消费电子概念;比亚迪概念;固态电池,151,920779.BJ,7,920779
俄乌冲突概念;天然气;中俄贸易概念;一带一路;海工装备;锂电池概念;京津冀一体化;融资融券,17,603727.SH,8,603727
绿色电力;风电;2025年报预增;海工装备;深股通;融资融券,33,301155.SZ,6,301155
虚拟电厂;特高压;智能电网;充电桩;绿色电力;风电;光伏建筑一体化;高压快充;光伏概念;储能;氢能源;超级电容;数据中心;中俄贸易概念;燃料电池;高端装备;雄安新区;俄乌冲突概念;京津冀一体化;阿里巴巴概念;融资融券,33,002350.SZ,21,002350
超导概念;污水处理;东数西算(算力);人工智能;算力租赁;云计算;DeepSeek概念;融资融券,17,688096.SH,8,688096
超超临界发电;抽水蓄能;绿色电力;风电;储能;沪股通;融资融券;参股券商;西部大开发;国企改革;创投;DeepSeek概念;人工智能,17,600310.SH,13,600310
抽水蓄能;虚拟电厂;绿色电力;储能;央企国企改革;钠离子电池;水利;国企改革;西部大开发;DeepSeek概念;沪股通;融资融券,17,600995.SH,12,600995
光伏概念;光伏建筑一体化;光热发电;储能;机器人概念;一带一路;人民币贬值受益;沪股通;融资融券,17,688408.SH,9,688408
天然气;新疆振兴;西部大开发,17,605169.SH,3,605169
融资融券;绿色电力;光伏概念,151,920770.BJ,3,920770
环氧丙烷;丙烯酸;天津自贸区;国企改革;氢能源;融资融券;芯片概念,17,600800.SH,7,600800
绿色电力;国企改革;央企国企改革;虚拟电厂;西部大开发;储能;充电桩;水利;小金属概念;沪股通;融资融券,17,600116.SH,11,600116
ST板块;互联网金融;人民币贬值受益,22,600599.SH,3,600599
数字经济;维生素;仿制药一致性评价;股权转让(并购重组);融资融券,33,301281.SZ,5,301281
碳纤维;新能源汽车;专精特新;长安汽车概念;固态电池;燃料电池;储能;钠离子电池;氢能源;西部大开发;融资融券,17,688737.SH,11,688737
虚拟数字人;在线教育;多模态AI;AI智能体;腾讯概念;阿里巴巴概念;信创;职业教育;DeepSeek概念;人工智能;AI应用;华为概念;体育产业;西部大开发;深股通,33,300559.SZ,15,300559
猪肉;同花顺漂亮100;合成生物;乡村振兴;参股银行;深股通;融资融券;回购增持再贷款概念,33,002714.SZ,8,002714
生物质能发电;绿色电力;参股保险;氢能源;创投;人工智能;华为概念;文化传媒概念;沪股通;AI智能体;融资融券,17,600167.SH,11,600167
绿色电力;风电;地下管网;国企改革;污水处理;充电桩;一带一路;PPP概念;燃料电池,17,600969.SH,9,600969
宠物经济;人民币贬值受益;融资融券;深股通,33,002891.SZ,4,002891
超超临界发电;碳交易;参股保险;国企改革;虚拟电厂;储能;信托概念;工业互联网;深股通;融资融券,33,002608.SZ,10,002608
超超临界发电;绿色电力;证金持股;风电;碳中和;央企国企改革;国企改革;雄安新区;核电;沪股通;融资融券,17,600011.SH,11,600011
新型城镇化;污水处理;国企改革;西部大开发,17,601368.SH,4,601368
超超临界发电;绿色电力;抽水蓄能;证金持股;天然气;风电;国企改革;央企国企改革;页岩气;储能;回购增持再贷款概念;核电;深股通;融资融券,33,000883.SZ,14,000883
BC电池;TOPCON电池;HJT电池;光伏概念;沪股通;融资融券,17,688429.SH,6,688429
PCB概念;共封装光学(CPO);MiniLED;存储芯片;5G;新能源汽车;专精特新;2025年报预增;华为概念;沪股通;融资融券,17,688519.SH,11,688519
硅能源;光伏概念;西部大开发;芯片概念;深股通,33,001269.SZ,5,001269
页岩气;俄乌冲突概念;天然气;煤炭概念;新疆振兴;西部大开发;融资融券;沪股通,17,603393.SH,8,603393
汽车芯片;MCU芯片;先进封装;芯片概念;消费电子概念;传感器;人形机器人;新能源汽车;机器人概念;物联网;沪股通;融资融券,17,688052.SH,12,688052
页岩气;核电;数据中心;海工装备;天然气;高端装备;一带一路;同花顺出海50;中俄贸易概念;锂电池概念;污水处理;回购增持再贷款概念;土壤修复;动力电池回收;深股通;融资融券,33,002353.SZ,16,002353
绿色电力;碳中和;国企改革;煤炭概念;融资融券;沪股通,17,605011.SH,6,605011
储能;粤港澳大湾区;固废处理;核电;2025年报预增,33,000037.SZ,5,000037
手机游戏;ST板块;互联网金融;人脸识别;抖音概念(字节概念);鸿蒙概念;人工智能;数据安全;粤港澳大湾区;车联网(车路协同);信创;云计算;网络安全;物联网;工业互联网;华为概念;东数西算(算力);5G;储能;电力物联网,33,000004.SZ,20,000004
时空大数据;空间计算;数据要素;阿里巴巴概念;智慧政务;数据安全;网络安全;DeepSeek概念;人工智能;卫星导航;智慧城市;人脸识别;智能医疗;华为概念;物联网;数据中心;低空经济;智能电网;安防;水利;无人机;机器视觉;传感器;共同富裕示范区;AI应用;机器人概念;专精特新;一带一路;人形机器人;股权转让(并购重组);融资融券,33,301218.SZ,31,301218
煤炭概念;煤化工概念;超超临界发电;小金属概念;绿色电力;钒电池;页岩气;碳交易;参股保险;核电;储能;融资融券;物联网;沪股通,17,600157.SH,14,600157
钠离子电池;固态电池;两轮车;锂电池概念;同花顺漂亮100;盐湖提锂;新型烟草(电子烟);储能;深股通;融资融券;脑机接口;氢能源;无线耳机;燃料电池;智能电网;新能源汽车;人形机器人;长安汽车概念;小米概念;飞行汽车(eVTOL);粤港澳大湾区;机器人概念;华为概念;安防;商业航天;低空经济;无人机,33,300014.SZ,27,300014
蚂蚁集团概念;区块链;空气能热泵;建筑节能;创投;智能家居;光伏概念;华为概念;参股银行;储能;家用电器;充电桩;特斯拉概念;融资融券;沪股通,17,603366.SH,15,603366
统一大市场;冷链物流;一带一路;中俄贸易概念;PPP概念;智能物流;沪股通;融资融券,17,603871.SH,8,603871
航运概念;俄乌冲突概念;天然气;同花顺中特估100;上海自贸区;一带一路;央企国企改革;回购增持再贷款概念;人民币贬值受益;国企改革;沪股通;融资融券;证金持股;中字头股票,17,600026.SH,14,600026
BC电池;TOPCON电池;钙钛矿电池;HJT电池;硅能源;光伏概念;风电;储能;绿色电力;京津冀一体化;雄安新区;比亚迪概念;回购增持再贷款概念;DeepSeek概念;一带一路;人民币贬值受益;融资融券;深股通,33,002459.SZ,18,002459
柔性屏(折叠屏);MR(混合现实);MiniLED;消费电子概念;苹果概念;汽车电子;5G;智能穿戴;小米概念;传感器;智能音箱;OLED;虚拟现实;智能家居;无线耳机;新能源汽车;无线充电;华为概念;机器人概念;海峡两岸;同花顺果指数;人民币贬值受益;无人机;特斯拉概念;充电桩;高压快充;储能;长三角一体化;元宇宙;燃料电池;一带一路;氢能源;深股通;融资融券,33,002635.SZ,34,002635
碳中和;深股通,33,001376.SZ,2,001376
一带一路;融资融券;硅能源;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池,151,920368.BJ,8,920368
中俄贸易概念;粤港澳大湾区;新能源汽车;融资融券,33,301105.SZ,4,301105
风电;绿色电力;央企国企改革;国企改革;西部大开发;沪股通;融资融券,17,600236.SH,7,600236
石墨电极;宁德时代概念;锂电池概念;储能;回购增持再贷款概念;专精特新;京津冀一体化;深股通,33,001301.SZ,8,001301
注册制次新股;减速器;小米汽车;小米概念;新能源汽车;深股通;新股与次新股;融资融券,33,301656.SZ,8,301656
高压快充;智能电网;充电桩;虚拟电厂;光伏概念;储能;雄安新区;特斯拉概念;京津冀一体化;沪股通;融资融券,17,603050.SH,11,603050
AI智能体;语音技术;人工智能;DeepSeek概念;MLOps概念;国产操作系统;人民币贬值受益;AI手机;智能穿戴;AI眼镜;储能;消费电子概念;同花顺漂亮100;沪股通;融资融券,17,688036.SH,15,688036
生物疫苗;重组蛋白;军民融合;民营医院;肝炎概念;玉米;京津冀一体化;ST板块;粮食概念,33,000638.SZ,9,000638
白酒概念;ST板块,22,600696.SH,2,600696
光热发电;天然气;光伏概念;储能;建筑节能;国企改革;医疗器械概念;芯片概念;富士康概念;沪股通;融资融券,17,600207.SH,11,600207
新型城镇化;长三角一体化;一带一路;机器人概念;物联网;创投;芯片概念;人工智能;独角兽概念;ChatGPT概念;深股通;融资融券,33,002367.SZ,12,002367
减速器;人形机器人;PEEK材料;特斯拉概念;汽车热管理;汽车电子;长安汽车概念;新能源汽车;比亚迪概念;飞行汽车(eVTOL);机器人概念;无人驾驶;智能物流;低空经济;腾讯概念;一带一路;蚂蚁集团概念;期货概念;沪股通;融资融券,17,603319.SH,20,603319
拼多多概念;AIGC概念;阿里巴巴概念;AI智能体;网约车;跨境电商;华为概念;AI应用;2025年报预增;新能源汽车,33,300805.SZ,10,300805
ST板块;物业管理;国企改革;文化传媒概念,22,600136.SH,4,600136
存储芯片;芯片概念;数据中心;2025年报预增;腾讯概念;粤港澳大湾区;人民币贬值受益;抖音概念(字节概念);阿里巴巴概念;家用电器;深股通;融资融券,33,300475.SZ,12,300475
BC电池;钙钛矿电池;TOPCON电池;HJT电池;商业航天;光伏概念;光伏建筑一体化;虚拟电厂;储能;锂电池概念;DeepSeek概念;氢能源;华为概念;同花顺漂亮100;机器人概念;东数西算(算力);绿色电力;一带一路;智能家居;沪股通;融资融券,17,688599.SH,21,688599
光伏建筑一体化;绿色电力;虚拟电厂;光伏概念;储能;充电桩;长三角一体化;回购增持再贷款概念;共同富裕示范区;沪股通;融资融券,17,603105.SH,11,603105
新型工业化;机器人概念;食品安全;高端装备;储能;机器视觉;数字孪生;人工智能;金属回收;股权转让(并购重组),17,603656.SH,10,603656
BC电池;TOPCON电池;钙钛矿电池;HJT电池;光伏概念;锂电池概念;储能;商业航天;回购增持再贷款概念;一带一路;人民币贬值受益;沪股通;融资融券,17,688472.SH,13,688472
专精特新;一带一路;沪股通,17,605183.SH,3,605183
冷链物流;无人零售;沪股通,17,603187.SH,3,603187
华为海思概念股;存储芯片;比亚迪概念;汽车电子;芯片概念;新能源汽车;互联网金融;机器人概念;华为概念;粤港澳大湾区;第三代半导体;创投;智慧城市;华为昇腾;人民币贬值受益;6G概念;腾讯概念;AI智能体;雄安新区;2025年报预增;共封装光学(CPO);证金持股;深股通;融资融券,33,000062.SZ,24,000062
苹果概念;核污染防治;军工;无人机;高端装备;军民融合;无人驾驶;机器人概念;工业互联网;宁德时代概念;储能;智能电网;电力物联网;锂电池概念;深股通,33,300201.SZ,15,300201
细胞免疫治疗;长安汽车概念;华为汽车;ST板块;汽车热管理;新能源汽车;专精特新;2025年报预增;燃料电池;文化传媒概念;网络游戏;华为概念;2025三季报预增;西部大开发;军工,33,002592.SZ,15,002592
风电;氢能源;专精特新;OLED;深股通;融资融券,33,300481.SZ,6,300481
ST板块;东数西算(算力);数字经济;股权转让(并购重组),22,600193.SH,4,600193
ST板块;冷链物流;统一大市场;数字经济;智能物流;氢能源;燃料电池;粤港澳大湾区,22,603813.SH,8,603813
ST板块;新型城镇化;核电;光热发电;PPP概念;碳中和;储能;生物质能发电;一带一路;西部大开发;固废处理;绿色电力;超超临界发电,33,002630.SZ,13,002630
超超临界发电;绿色电力;风电;氢能源;2025年报预增;国企改革;证金持股;京津冀一体化;沪股通;融资融券;蚂蚁集团概念;储能,17,600578.SH,12,600578
盐湖提锂;光伏建筑一体化;锂电池概念;宁德时代概念;人民币贬值受益;同花顺出海50;一带一路;储能;高端装备;新型工业化;海工装备;机器人概念;充电桩;沪股通;融资融券,17,600499.SH,15,600499
HJT电池;TOPCON电池;BC电池;钙钛矿电池;光伏建筑一体化;钒电池;光热发电;碳交易;碳中和;绿色电力;雄安新区;光伏概念;蚂蚁集团概念;华为数字能源;储能;长三角一体化;区块链;数字经济;深股通;空气能热泵;华为概念;融资融券,33,002506.SZ,22,002506
风电;绿色电力;海工装备;2025年报预增;金属回收;融资融券,17,601218.SH,6,601218
